,Username,Comment,Likes,Replies,Date,link
10,              Herr Debanjan            ,what to write when we have to eliminate the existential quantifiers?,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgyS45vcV-qLZWY0WkV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
11,              Rohan Dinesh 1DS18CS105            ,a->b = ~a V b AND NOT EQUAL TO ~(a V b)   10:04,10,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgxMN3JN4sXtMDq-5uJ4AaABAg"" spellcheck=""false"">2 years ago (edited)</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
12,              Animex100            ,maam there is mistake in strep 2 -> 3rd part -> point c. it will be OR food(z).,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwLPD-P2ZnKY37rvKp4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
13,              Malik Najeeb            ,Thanks mam. Stay blessed,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwBXVx-eDMTBysWAhx4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
14,              sagar98534            ,"there are errors, for p->q, you should write negate pVq..   you are negating enitre pVq",9,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgyHDEbQ0Ijo3NmEeaV4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
15,              Dax Sayshi            ,"Step 2, The formula used for A implies B = Negation(A) V B
Please correct it",9,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgzQSNJbOUR-YAtU_ap4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
16,              akshay jain            ,Nice explanation,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwEQhgaj5gk_k1saHJ4AaABAg"" spellcheck=""false"">11 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
17,              King Richard-தமிழ்            ,Thanks a lot.,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugxp2awzBE9y5Uoz6b14AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
18,              FunMath            ,thank you mam.,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgxDeuH1gBe6-IPu8eN4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
19,              Animex100            ,other then that there are so many other mistake in your solutions. i request you to please go through this video again.,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugy5w0zAoXFjIkfyLM14AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
20,              mayank srivastava            ,how to remove existential quantifier?,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgzPHG_h8EM6IFpT3-Z4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
21,              poojith yadala            ,is prediacte logic and fol are same,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugy5vbmcZ90C--k9NDZ4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
22,              Jogeshwaran S            ,Very useful thanku,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwpmUzUiCk96F_TrU54AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
23,              gali            ,THANKS,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugz7HYVpbpcMfrs11pl4AaABAg"" spellcheck=""false"">3 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
24,              saravana Sundaramurthy            ,Thanks,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugw--V714vSrtey5BaB4AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
25,              Aysha Aslam            ,Mam  plz ak explained  the fuzzy  logic,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgzfxUNDcX2XrKnZ1Z94AaABAg"" spellcheck=""false"">9 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
26,              Omkar            ,Big help,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwTH8Tb_Y9yE352tTZ4AaABAg"" spellcheck=""false"">7 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
27,              Bvlog            ,Thanku dear,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgyJLnIZwS_0vuhb1Xx4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
28,              Tirthesh Pawar            ,2 EXTRA PREDICATES KYU AUR KAHASE AYA?,9,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgxAIhN7HcgI_1SbliB4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
29,              Abdul Basith            ,Hello sis can you teach in tamil or hindi,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugzb_vYSWOGJDizMVLV4AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
30,              Suraj Sharma            ,"ma'am, please do not copy content from javatpoint so we can clearly understand your topic that what you want to tell us",21,3,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugxld6w31hSFzwoJBUh4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
31,              Krishna Sapkota            ,thanks god i saw  in comment section either i will learn mistake lessons . tommorow will my exam .miss please edit your videos  by seeing in comment section.,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgxG_DsaX5zBtSq___14AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
32,              Pooja Sharma            ,"It’s good to see your efforts, but i think that even you don’t know some of topics which you teach us. Don’t misguide the students by all this. I like your teaching, but you need to first understand the topic yourself before jumping to teach
others.",8,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugzjl9S29WRrvsPZlRx4AaABAg"" spellcheck=""false"">2 years ago (edited)</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
33,              ozan ercan            ,dont rush you made a lot of mistakes,3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgyFN5tqiIDCZ-t-4F94AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
34,              Shubh Chauhan            ,"it's not you need to be, it's ""you need to"" just you need to and not ""you need to be"".",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgxIF3HzYNZgMJLXfml4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
35,              Code Wizard            ,"U r great teacher.
Please improve ur english.
You will become better.",2,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugx6t4kXqHa4suKJaop4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
36,              MONALISA PRADHAN            ,All lecture video is about same example.Do they have no other example or do they not understand anything like us?,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugy8dfGWJ3p0HU7APCJ4AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
37,              Jahnavi            ,Too bad she's only confused...wrote all before only...we can read from our book only then.,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugz0IbLsspDCxFT4OMB4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
38,              Keshav Taunk            ,kam ratto mam kb tk javatpoint se kroge,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwuD-7r7yGF3ASMpQZ4AaABAg"" spellcheck=""false"">9 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
39,              Jeon Sehee            ,"Mam, this was very confusing",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgxQ_DAZOs5s6d3l1r94AaABAg"" spellcheck=""false"">11 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
40,              Tanjir ahmed            ,lots of mistakes.....,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=Ugy4YQIW9nmlJP9gF7x4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
41,              Vignesh Sunkasari            ,Not prepared well,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgzGM6VXvGnyTUnRHv14AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
42,              Nikhil Soni            ,"Same theory,same example...copied from javapoint",9,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgxUWk9aTIRECs-YRV54AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
43,              Akash Kumar Singh            ,Your explanation is not so good . Try to explain with full clearity and use best examples so that everyone could understand .,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgyU4SRG4rhiX9ZeMDB4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
44,              Tushar Rajput            ,Mam knsa nasha krke pdhati ho ,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwEfDETTXU9PZLmUOJ4AaABAg"" spellcheck=""false"">3 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
45,              Nirmala Sharma            ,you are just reading what uh have copied,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgzZBhSTv5-aTsFW-gx4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
46,              Growing on Rooftop            ,aata nahi hai toh galat kyu padhate ho,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgyVLjcZ5LVj1X9jrnN4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
47,              JAI SREE RAM            ,I think you don't know the concept,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgwL2r0mFPlzwyRGnCR4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
48,              nobrainer            ,Mam very bad explaination,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgyuyK49RH9gHE_ZT-B4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
49,              Shaswat Singh            ,Are mobile silent kar,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgzvOlKEhGbVf_4blyZ4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
50,              Shaswat Singh            ,Copy cat,0,3,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=C_iqWGOhvak&amp;lc=UgzshLfH_Z0u2mnKsER4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=C_iqWGOhvak
51,              @kagnewgebreyesus563            ,"Keep it up guys, proud of you.",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=5Wb-4KETuLM&amp;lc=UgxUwqg-yo4Pgfh1f1d4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=5Wb-4KETuLM
52,              @CalmThrills-2119            ,arif new,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=5Wb-4KETuLM&amp;lc=UgxJXtUNO0hWp041NOd4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=5Wb-4KETuLM
53,ERROR,ERROR,ERROR,ERROR,ERROR,https://www.youtube.com/watch?v=sYT-QwH7DEE
54,              David Tachauer            ,I've also made the mistake of trying to blur background in Photoshop layers but you are right about not plain making hard work for yourself. I'll have ago at using Adobe AI.,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=Q9nGfK3eE_o&amp;lc=Ugzu7UvRyxtHmEBZEV54AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=Q9nGfK3eE_o
55,              Tiago S            ,"hi, do you know how to avoid processing any filter on the cloud? i want to process them on my computer, but it seems to use cloud processing a lot :-/",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=Q9nGfK3eE_o&amp;lc=UgxCP4ntfwAAP9rryCJ4AaABAg"" spellcheck=""false"">7 days ago</a>",https://www.youtube.com/watch?v=Q9nGfK3eE_o
56,              mags purvis            ,Thanks well explained,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=Q9nGfK3eE_o&amp;lc=UgxccNUCoEWNCTJZOrF4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=Q9nGfK3eE_o
57,              King NiQs            ,Thanks for the update,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=Q9nGfK3eE_o&amp;lc=UgzUVntStKe0Zcehw7F4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=Q9nGfK3eE_o
58,              CIPSA Escuela CURSOS & MASTERS            ,cool!!!,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=Q9nGfK3eE_o&amp;lc=UgwjJqpfqaf5myzGW-x4AaABAg"" spellcheck=""false"">2 months ago</a>",https://www.youtube.com/watch?v=Q9nGfK3eE_o
59,,How about best A.I investments in crypto? Lets get 100 likes and Ill do that video next =),4,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgyhusYoE8Vz-on3bx94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
60,              aeonj            ,"Solid analysis, as always.   Thanks!",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgyW2wU2WSeswhgs17t4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
61,              MOVEM            ,"good content. thanks for getting into Ai.
would be nice into resource too like uranium and copper",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=Ugxe7z_o3DIVD-yKDCl4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
62,              cryptokidd            ,love the content keep it coming,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgyjSOeaO_LLcS5bO6V4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
63,              johnsuperfresh            ,Keep it crack Nick!! ,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgxrFGKWHm8kYVoGxrJ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
64,              gh0stf0ssil            ,"Awesome video, thanks!",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgxtKxRCegAfbijYtsV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
65,              ROCKHENATEN            ,Sick vid as always homie! ,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgzEDbZ_natwwwuoWzN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
66,              Tony Jain            ,great vid more please on AI,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgyxN77jNGdlsT2FWHx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
67,              Joe Jacobs            ,"How can I get more profitable Investment in the market? Is this pump short getting wrecked and liquidated, or any indication of whale, corporate treasury buys?",13,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgzpRcd4xDXTCh9HLWF4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
68,              cryptokidd            ,great video Nick,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgyuvojZH-1RbIqUzL94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
69,              Cinematic Tracks            ,"Did you use an AI editing app to edit out all any ""ums"" and ""uhs""? I get it but it seems a little aggresive. Can you dial it back a it?",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=Ugz3Q4X_eLw0XfO30hV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
70,              Sven Tantu            ,"yes i love it i was few years ago on your discord, watching every single videos! still dont get it totally how to reqocnize the entry sometimes have only one greenshade turning of and it goes again and sometimes 4 of them also whento exit sometimes multy red shade turning off sometimes 1 , if you want to trade like longer term are you suggsest to look only daily shades? spot trading! i am looking pendulum divergense aswell i understand that",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=Ugxl0EqWCuTPY1MeKOp4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
71,              Sven Tantu            ,thursday i sold NVDA ! hopefully it come back and can buy again ! profit was like 45%,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgzIhU3CzuAFyymbmxB4AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=rvyGDuzyric
72,              267 VIDEOS            ,good solid video,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgwiKQ1Uo1CT2eyE31l4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
73,              Healing  Right             ,lol love the intro,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgzaMV2Dt_8RaojwJ1p4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
74,              Sven Tantu            ,do you buy LMND now? i dont like we dont have flip on pendulum 4h thoughts?,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgwHeGMpg8orTxieSZV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
75,              Tony Jain            ,Can ypu look at quantum comp - next bog game changer,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgxAgxcY0UHp8D-n0GF4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
76,              Sven Tantu            ,Q3 market will bottom out so guys be aware of that SP500 will go like 20 % lower than previous low point also BTC will go 12 to 14 K region and this will be the bottom there in Q3 2023! and than bullmarket start!,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgwO5Bu7svHSipdUnBJ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
77,              Healing  Right             ,first,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgzJ8AQCwlW3GJ3cTYd4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
78,              Peter Borg            ,Oh my god. Please don’t edit like this. It’s horrible. Your content should be enough.,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=rvyGDuzyric&amp;lc=UgyugYWrzA9SpGrsfGN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=rvyGDuzyric
