,Username,Comment,Likes,Replies,Date,link
10,              Wandering Mind By Sradhanjali            ,Can I get the pdf sir???,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgwUhFksdGhDl2ZDNT94AaABAg"" spellcheck=""false"">2 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
11,              Ashutosh Gupta            ,Sir plz make videos of financial derivatives for MBA 4 semester,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=Ugwli1oFEh-1qLXrqOZ4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
12,              Mine Gaming            ,"Thank you sir but
Sir robitics ka bhi role batadijiya in marketing ma
2 roles batado ",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgzMJ1p6DPa0ieZg0-l4AaABAg"" spellcheck=""false"">3 weeks ago (edited)</a>",https://www.youtube.com/watch?v=wiscimXGqxg
13,              77 FUNNY  Shorts            ,Nice brother,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgxJ5tgc2CTopum023F4AaABAg"" spellcheck=""false"">5 days ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
14,              Aayushi chaudhary            ,Thanks sir please upload all the videos sir,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgyPkuFBttgzZYM0sNB4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
15,              Deepanshu Raj Singh            ,Why u not make videos on AI & ML for business subject  I went your contant  on that...,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=Ugz8Z5vaNhhkozDQ3DR4AaABAg"" spellcheck=""false"">3 weeks ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
16,              Vandna UTuber            ,Very nice sir,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgwU1lvPubL1_TncvLp4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
17,              Ayush Gupta            ,Thank you so much sir,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=Ugyjzpcv3fI7m8X_fP14AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
18,              Asmita            ,Sir finance ke videos jaldi upload kr dijiye,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=Ugyxuk7CfDVtGAZfV-Z4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
19,              Vikas Dubey            ,"Thank you sir
Unit wise video daliye",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgyD1a2Jkwd7yLSD3JZ4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
20,              saif reyaz            ,Sir IB ke notes dal do please,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgxhWLXc_reNv2AehyJ4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
21,              kavita kushwah            ,Thank you so much ,1,3,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgzdTcrKlAqNFoQquGV4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
22,              Haarish Ahmed            ,Sir aapke words itne easy hote hai aur aise examples aap dete ho ki dimag me baith jata hai ekdum acche se thank you so much sir aur bhi MBA 2nd samaster k baqi k subjects ki video daliye pls,6,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgyOvFVEX879YkOI52l4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
23,              kk... Kapil kaushik            ,Thank u so much sir for uploading this video,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgzeVOFRcMFM2sapWBl4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
24,              MEENAKSHI KASHYAP            ,Well explained,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgyX6c368qzeLaWnFBB4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
25,              saif reyaz            ,Sir IB ke notes dal do please,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=UgzL1QNx2n9emAKhCcl4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
26,              saif reyaz            ,Sir IB ke notes dal do please,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=wiscimXGqxg&amp;lc=Ugzug5Fx-aW_HhP_DvZ4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=wiscimXGqxg
27,ERROR,ERROR,ERROR,ERROR,ERROR,https://www.youtube.com/shorts/OtTioc-G3K8
28,ERROR,ERROR,ERROR,ERROR,ERROR,https://www.youtube.com/shorts/HxyiAF1D36s
29,ERROR,ERROR,ERROR,ERROR,ERROR,https://www.youtube.com/shorts/EyUy64yLKZ8
30,,Thanks to Cerebral for sponsoring this video! Visit https://bit.ly/3iVVcyl to access quality mental health treatment today for as low as $30 your first month.,9,3,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugzlj52rQNLCahF-NHh4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
31,              @clste_04            ,"Hey abbey! I know you dont like to talk about calories, but it would've be interesting to see the different calorie amount the AI plan had compare to what you ate (a person who knows her eating needs). Please, keep doing your videos because we learn a lot. ",52,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwMt2q8dBiQlWDwcEt4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
32,              @margaretblake5051            ,I’m a clinical psychologist and have the same fears you have about AI every time you promote teletherapy like cerebral.,86,13,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugy4RmpRbe4W46oiu494AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
33,              @lemonade4604            ,"your note about cultural differences made me want to see a video where you ask the ai for meals of different cultures! i think it'd be fun and it sounds like you already paid to use it, so... might as well see how accurate and tasty it would be?",30,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugy55RFm5os0VBdzcyB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
34,              @megancunningham4521            ,"I think the biggest miss with ChatGPT is that it doesn't truly mimic human behavior. People often leave details out when they initially ask questions and the bot didn't ask any follow up questions, like preferences, disorders, allergies, what does your average day look like. These sorts of questions are ones that I feel a general dietician would ask someone before spitting out a full meal plan.",10,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwpGODp68E_eftHfaB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
35,              @rachelc3980            ,"Okay after watching— the thing I’m super curious about is how able it is to tailor to disorders. For example, I have pcos and hyperglycemia; how able is it to make a meal plan that takes these into account and isn’t super restrictive or sad?",52,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugwr1ZSWVcuFOwiipyR4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
36,              @getittogetherndlife            ,Just because something is simple doesn't mean it's boring or lacking in flavor. Some things don't need to be over complicated.,25,4,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgxD9E-eh7pQbtnTk4h4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
37,              @krysszilla            ,I stumbled across your channel so randomly and watched a couple of your what celebrity eats in a day. Then clicked to see more recent vids and so impressed with your non scary approach to nutrition. I am reworking my relationship with food and your messages are ones I wished I received a long time ago. Especially the cultural aspect comment. I'm officially a fan!,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgzYVBIKSR1lWYRIbPF4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
38,              @anyaroz8619            ,"Wow! This was SOOooooo interesting! Thank you Abbey with coming up with such an idea and analyzing the AI advice. I agree with you completely (also being an RD) that the protein suggested was way lower than what I'd suggest. And you got it on the dot with your suspicion about AI's lack of taste buds. All or almost all of the meals AI suggested were very boring indeed. I wonder if this is an expensive thing. I'd play all day long demanding plans for an athlete, for a lacto-ovo-pescatarian, for a noodle junky, etc.",6,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwN76a-7Ad9TAelPJB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
39,              @JudgeyJudgeyable            ,Abbey's additions to her foods are so weird. Like that oatmeal she made...it has so much going on in one bite I don't think I could eat it,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugwq5qJlqDs5le_b-NV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
40,              @kierstenpoling7073            ,I'm with you on the chocolate chips - the more the merrier! One of my favorite fall sweets is pumpkin chocolate chip bread. I could literally eat that everyday,7,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwHpA0fnSfEr8ypU4B4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
41,              @fb.studio            ,"I don't think donuts are better taste wise than apple and almond butter. I guess to each their own  
I used to do those apple donut things when I was at uni and instead of the sprinkles and strawberries I put chocolate chips and granola ",15,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwyrCv2ndjkLyeFThx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
42,              @corastauber8316            ,I started adding protein powder (always hard for me to find a vegan one that tastes ok) with oats and chia for breakfast after watching your channel.  I am mainly vegetarian and always looking for ways to add protein into my diet.,13,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyJJyJNMl43zNxEG4x4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
43,              @meganminogue2775            ,ChatGPT’s training data cutoff was 2021 so it doesn’t have information that occurred after that year if that sheds some light on its recommendations. Really fun video I love all the peanutbutter reccs it made ,16,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugyd65IuHVtNycHQGip4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
44,              @AlicedeTerre            ,Quinoa is a lot more palatable to me when toasted or mixed in with other grains. I've been adding some in when I cook white rice to add fiber and protein because I don't really like brown rice.,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugy8fYj7bnn1E8iRZEZ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
45,              @tiffanyyuan5811            ,"thank you for mentioning the cultural aspect! the whole video i was thinking this is a suuuper white meal plan - not surprising, but still frustrating",140,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyFRetn2cmmKSWtJkR4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
46,              @katherinemeade            ,"I think if you had given it much more information around your preferences and dietary needs (at least macro percentages) it would have given you a much better plan. ChatGPT was literally only given your age, weight, and need to maintain. That’s it. Just a thought for the next trial run.",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgxAl-na47t3Y02PPcx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
47,              @JKRBW            ,I asked Alexa the other day what I should make for dinner and her first suggestion was energy balls. Interesting that it's such a common suggestion even now.,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugw8T9NV184Lmv9SBFR4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
48,              @lyndsae77            , I love your sound effects while measuring ingredients!,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgziVUQj_j1hGxu-9Gx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
49,              @anna-katehowell9852            ,"I told ChatGPT that I am a vegetarian who is allergic to peanuts and tree nuts and have a very low cooking skill, and that I am trying to lose a large amount of weight. I asked it to tell me what to eat for a day, and it did a pretty good job.",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgzftaG2n-QwWTAzFCt4AaABAg"" spellcheck=""false"">2 weeks ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
50,              @ironxdoll            ,"Love this topic and I think my husband will enjoy it too! Thanks Abbey <3 Also, there's a typo in ""Intelligence"" in the title fyi <3",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyxnC9dhBnSk04sR-d4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
51,              @nicoler4583            ,The sound effects you make while cooking are my favorite ️,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgzCDxSenTdIZJyt5AJ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
52,              @cookingwhatnow            ,"Very interesting. I have been exposed to lots of cultures because my dad was military and I am now married to a military man. Most of these foods are definitely “white…bland”  my favorite place I lived was Ankara, Turkey. We traveled up and down the coast and across Europe. Really had opened my eyes to food traditions and health of those areas. I stick to mostly Mediterranean but experiment with Japanese and Chinese “healthy” eating to expose my kids to all ways of life.",0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyAbCuQYagOwG4XE7l4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
53,              @annawitter5161            ,"I love a wrap, but always toast the tortilla in a pan first to make more crunchy and tasty, otherwise they can be a bit doughy and hard to digest.",4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwkT3Ajm6l5nFWCp4F4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
54,              @leniolesch896            ,The size of all your packages and glasses is amazing compared to what we normally have in Germany ,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugy0zA6bPfZEkjGEHCx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
55,              @melissadibacco8937            ,I loved this video Abbey! I feel like the recipes it was giving you would be good to use as a baseline and then add different things as needed for your specific health needs. Similar to what you did to bump up the HCC factors in what it gave you.   Edited to add: your hair looks fabulous in this video by the way! :),0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugway67JbAOV0Y2fgyJ4AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=XslkOncDunc
56,              @ashleypagano8254            ,"I thought the avocado chickpea wrap sounded delicious. It's like a ""chickpea salad"" wrap. I might try it lol.",13,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyGYzu4iADZV8m3Ijx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
57,              @MichiruEll            ,"Watching Abbey eat is both reassuring, cause it tells me that my diet is not that bad, but also disheartening, because somehow I'm still obese. I get that I'm likely not as active Abbey, but still... how do eat similarly and somehow still gain weight? Are the bowls tiny and so it's just an illusion of being plenty of food? Did the Herbalife diet of my teenage years mess up my metabolism that much? Is it my PCOS? Who knows?",0,2,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgxyPMLKgpyIZLMq4NB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
58,              @marilenapietro8279            ,"Hi Abbey! I was wondering if you've heard of Dr. Greger's daily dozen. I would love to hear your thoughts on it and if you agree with the references and opinions of Dr. Greger.  The app can be a fun way of checking to see what areas of food you still have left in the day, but I also think that it takes the some of the freeness of food away and makes it more mechanical.",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgxR06K6mKVZk3SOwJ54AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
59,              @jeaneenarmstrong805            ,My mom always liked her oats more liquid. I hated them growing up. Found out I like oats but I like them not liquidy.,3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyXXCpHWbL6_V_5USZ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
60,              @piyusarkar3065            ,"I tried chatgpt with the prompt ""balanced meal plan for 28 years old female, high protein, 1800 calories, Bengali cuisine"" and the result was quite satisfactory. And writing prompts are becoming a skill nowadays to get better results from AI and you can edit your prompt as well. So I think your point about protein and culture were kinda not accurate, as one could simply clearer prompts to get better results. My result had fish for lunch and chicken for dinner and other protein sources like lentil, nuts,etc.

I love your videos, but it felt a little off today",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgxLJBijQ2aIx-5Kn8J4AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=XslkOncDunc
61,              @pamelaatkinsonscats2873            ,It’ll be interesting to see if the AI learns to be more interesting and varied in the months to come.,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwlDyj5lgbyv7mIUFF4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
62,              @alaynascott4957            ,Why am I legitimately getting scared when you change the AI recipes and talk crap to it?  It  may take over your dietician field one day but I’d choose your insight/entertainment every time!!! ,3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwrkavhAfeRhImarVp4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
63,              @anniebeanie710            ,"Also playing with the Chat GPT and most fun is ask it to make adjustments, convert things etc. You will find it makes SOOOO MANY mistakes. For example i would not recommend to ask it to convert recipe from US units to metric. It literally thinks 1 cup of cocoa is 200 grams and that 1 cup of coconut oil is ALSO 200 grams. WTF. Cocoa is light powder and 1 cup of it is half then that!  AI teachers missed to teach it basic physics about density and the conversion of food ingredients .... I feel like its like a SLIIIIIGHTLY smarter google but with somewhat tougher tasks it fails big time.",1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyjDoVQDaIbtbl6QqV4AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=XslkOncDunc
64,              @mariannebeglin6590            ,"This is not related to nutrition, but your claim about the fact that ""AI is disolving jobs""--and the whole introduction really--intrigued me  If you have any sources to back up that claim, I'm interested.

I think AI creates jobs and eliminates some, like most technological advances. What is a greater concern for me is rather how AI could be misused to rob creative people's work by imitating them too closely, or the fact that AI needs a lot of calculating power which in turn leads to more pollution, but we're hardly ever talking about that aspect.

I'm off topic here but anyways  always love these analytical videos and your energy ",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyxEBuQLW6QILJfRSN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
65,              @jessicapoliti6958            ,I loved this video and enjoyed how you tackled the recipes given to you by AI. I really liked your sweater! Which store sells it?,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugxh3BSmTgWJCTIk_Vp4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
66,              @ruxandradorobantu            ,"Anyone here on team boring food? I don't like combining certain flavours and though i loooove Abbey, Linda Sun and so many others, i would love some easy savoury only/sweet only ideas lmao",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyxHMKokiXvVr5vs-V4AaABAg"" spellcheck=""false"">12 days ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
67,              @DaphneTuccitto            ,"I think I heard all the Vermonters implode when you called maple syrup Canadian.  I love me some maple syrup, whether it’s from Canada, Vermont, or another northern state. 

Also I love that you kind of sing what you’re doing. I do that all the time, haha.",1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgwG3cG8BIYXmZAqss54AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
68,              @madisonwallace4429            ,What’s your opinion on protein powder whilst breastfeeding Abbey?,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=UgyqsByzqCatsfIGLDN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
69,              @madisonjones8784            ,I so appreciate the fact that you're based in Ontario - like me - so I see a lot of the same brands that I have in my kitchen!,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=XslkOncDunc&amp;lc=Ugz_aV7k6LMVCLCvQ114AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=XslkOncDunc
