,Username,Comment,Likes,Replies,Date,link
10,              Kelvin Animations            ,"I bet he can’t make a human of Lego, and if he does, he would take over the world with Legos",83,16,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugzfzw9t65-n3UQubh14AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
11,              MasterBuilders            ,I don't think I will be able to sleep tonight after seeing those cursed minifigs ,17,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugx3gbCtpV9MnBzm7MB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
12,              Kerloft            ,"It’s good to see that AI won’t take LEGO builders’ jobs! 

Also, I had almost the same video idea lol, I literally wrote the idea in my notes earlier today!",14,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxcFyJ3fYAlvyUQ1TZ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
13,              King studs            ,"Woah man,I love how every video you try something new,your so smart and creative",6,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwXuehY7R9A7AgcauV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
14,              TcT Brick 2            ,You are such a good content creator sacred!!!! I always look forward to you posting!!!!,4,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwSnw5gl8Pv1poFUCV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
15,              BuilderMan studios            ,"Moral of the video: 
Ai = cursed Lego ",38,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwghKk235lGX-93DGJ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
16,              Generic Stud            ,Low-key some of these AI sets are so good ,11,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwTxPDkJsPp5FCT90F4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
17,              Balls Gaming            ,Everything looked like if a kid took a blow torch to his Lego figures.,4,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwbNIj636At1YQzaB94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
18,              The Boosh Is Back            ,Do you think these AI creations could pass as Lego ideas submissions?,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxRqd_RKXIGGxtMNUp4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
19,              AntoniosPL            ,This is not what I expected. I thought he'd generate some sets with the ai and then try to build them irl,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxxG8mhKUAjqZXf-wN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
20,              HSN Reviews            ,"Hi Sacred, love your videos ",4,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugz0DTqyH1HGbP9bxwJ4AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
21,              Tanjiro_Stan            ,These are the most cursed Lego memes I have ever seen in my life!,2,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwJ1Nl7_Zq5qbt16DZ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
22,              Jee Studio            ,I just burst out laughing becuz this is just too funny lol.,2,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugy-WwlpTkrFCTiPVYN4AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
23,              GSLM            ,Just imagine if the you are an obscure person and you asked an AI to draw you…,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgzfgcadO_-BopNNDYN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
24,              SEB12game            ,"another idea cause i love ya, make larger versions of lego pieces using lego pieces, like a chain made from macaroini pieces.",1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugytpba3HWum-jmaIux4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
25,              Brick Science            ,Them kangaroos be looking like they bout to beat you up… ,46,7,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyfY4aMrapQFxUrcZ54AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
26,              Lena Lion            ,All of these are amazing,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugzpy-a68U_ERP3S6fJ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
27,,I am the Waffle house new host ,14,8,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgzIfk-he4FkXMTBl6V4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
28,              Kyle Style            ,Love it! ,4,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyBGWd7ujkHDDLvUvJ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
29,              Guesswho22            ,So dope (like usual),1,2,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxQU6j-mqp-2opkLjl4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
30,              Xavier Sun bear            ,"Keep
up
the
good
work",1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxOHyX0qY_MpSkh5g94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
31,              SEB12game            ,"vid idea, use normal bricks to build a house or something, then try and rebuild it using transparent pieces. (or just build using trans pieces.)",1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugz3vANYFeWBHPqi5oV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
32,              Crystal Young            ,The sponsor segment is actually really cool,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugx5Q5OMcRR2ZX9twEV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
33,              dahiana jenkins            ,He always makes me laugh,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxkhXYJHp0-WaLf72Z4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
34,              Two hotties in a hot tub            ,1:50 I can say with confidence this was my proudest tug.,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyZ4s7y36Kk1h1e0EN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
35,              ABowlFrog            ,He said they never made a lego lion. cries in Chima,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwhKGzTK6sXcEvw3iB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
36,              Youtuber JestForFun            ,5:29 that one guy that keeps his mic on:,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyvlIg4bG_ujd2jH7p4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
37,              Izzy Kolbusz            ,Love it,2,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugw1NpcI-M6GMG7E2m94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
38,              krihs            ,"It’s strange how the text ai (chatgpt) gave requests that the illustration ai was able to recreate almost perfectly, especially when compared to your “human” requests..something seems off.",1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgzeKabd5eGRpolQY7B4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
39,              Kitsu1102            ,1:47 That’s Owlman: An Illustrated One-Off,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgzFXoXNCApIykkDWCJ4AaABAg"" spellcheck=""false"">3 weeks ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
40,              Lewis Brown            ,"Thank you for that one second of lego geckos
Lizards are my favorite animal",2,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwgInsFS3hVMdnA6MB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
41,              Shadow Stop Motion            ,Mark Zuckerberg Plays with lego confirmed,2,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugz5y29Yhr9d_vACoXZ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
42,              ThatKidBowie            ,"You should have AI make Lego and you build it irl
Could be fun",0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxP2ZihNU1MaDOp4cN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
43,              NO1 LEGO            ,Everything is great if only I own them all ,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxsU3fPxQZYcWbdUgh4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
44,              Nifflers21            ,The Waffle House has found its new host,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxLJOXiSY6drQsU9R94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
45,              Ashley            ,GREAT video Sacred,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwruTbe4Km7Rc3kRll4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
46,              ThatWeirdLegoBuilder            ,"AI: Sorry, no real persons allowed
Jesus: Am I a joke to you?",5,2,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwQyakmE56rMtKBRNR4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
47,              Builder 101            ,I love how all the models resemble Lego except none of them are buildable.,1,3,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyWmD3dQo29YbiUBM54AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
48,              SEB12game            ,build things out of just printed/ sticker pieces,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyO25fPu95ytz8MOeh4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
49,              JOSH’S LEGO            ,There was a text maker and it turned “a man has fallen into the river in LEGO city” to: “a gentleman has had an unexpected swim in LEGO city”,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgzXpLLbupalmiT7Md54AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
50,              spunchbop            ,I have a challenge:try to build something from the ai generated pictures,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugyfr9bamF6I5j6bR914AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
51,              Omerta            ,5:36 did it put a mask on him cuz he's in a groceries store with food... al is getting too powerful lol,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugypv5NB0J1LxFrOFw94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
52,              Degocraft 952            ,"Do a full Lego minifigure series just using the AI with characters maybe Lego wouldnt do ever like Goku , Kratos or John Wick",2,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxxuZnnAEjnG5fP1GB4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
53,              bigmad64            ,Next punch in prompts into AI and then build whatever you see,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwR7Hn360AO5HEQVQN4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
54,              Isaac Land            ,Today we’re gathering here because of the lost of sacred bricks,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgzTZMIzOHwo5otxU1h4AaABAg"" spellcheck=""false"">5 days ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
55,              Storm GamingTV            ,"People keep on saying that World of Tanks is a bad game, but World of Tanks actually gets sponsored more than WarThunder. 

Because im a World of Tanks player, I really love this!!",0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugx0GCPqjN7YIuOU6Sd4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
56,              Happy 😃            ,1:21  I laugh too hard that I dying,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwoINVubFnOviqy4G14AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
57,              Mason Niebergall            ,I still feel like Lego Minecraft minifigures is three blocks tall instead of two and if that's the case make a video about it I would like to see how you try to fix it,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyvZOJos2qxF7pDeWx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
58,              b7769            ,You should try using the ai to generate something Lego then try to build it,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyFF9l6uDXIeHMXPVx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
59,              Vinny            ,The waffle house has found its new host,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwACprLPovPdUE-4ch4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
60,              klownVR            ,What you did in the video I think you should use the other AI generator to generate a Lego idea and you should make it in real life,0,2,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwruUy1Qg9UOtCKkf94AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
61,              RB games            ,Sacred can you do a video due to horror games and make builds to each game,0,2,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxMBwFIzOiNt4RzNXh4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
62,              scott vandyke            ,Lego made and Lego axolotl we're one of the Minecraft sets so far,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugz72K2AWAHTG-bX_YV4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
63,              Sani prime            ,Those hyenas in the start look like hellhounds-,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgxWpvhMBysZETtokG14AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
64,              Ángel Fall guys            ,Epic video ,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwVpsZeKYfXhEHj0fF4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
65,              PhoenixTech97            ,"Son:Mom can we have lego?
Mom:we have lego at home
Lego at home",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwSpGAIw6cOTeVgOh14AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
66,              MicahNike            ,Most of these look like the AI put LEGO in the microwave for 30 seconds,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugz-m6brXuFmSTba3K14AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
67,              Tom Morales            ,"Oh my GAWD..
THIS WAS HILLARIOUS..
 THAT A.I. IS PRETTY INACCURATE..
I HAVENT LAUGHED SO HARD, IN A WHILE..",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugw-o2O_juUZAdzdjGh4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
68,              Dylans kinda Dumb            ,"Therapist: AI lego hippo isn't real he can't hurt you.
AI leggo hippo: ☻️ ",0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgyLXMo9NyN3xSAbwq14AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
69,              Maurizio De Luca            ,Can you make a Lego technic rc car out of a set of your choice,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugw8iP2DfrVawTBB33J4AaABAg"" spellcheck=""false"">2 weeks ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
70,              maurice house            ,imagine sitting on it 6:24,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugyzmk6CkqqVf26VAyx4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
71,              Enzo Stabile            ,"Historic things like cars,tanks and other things too in lego for the AI to generate images",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwrzrwwaSMlkZhqo9h4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
72,              Pirapp            ,i feel like someone made some lego with clay,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugz5yzsd70-Z8Ho9s0l4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
73,              CJ            ,It looks like the body of Batman's parents is in the suit,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgwsPgxVxC_-6_DxTSh4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
74,              The monster Whisperer            ,I think it would be cool if you made Lee Everett from the walking dead.,0,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=Ugzk0y1pvZVWmb2Hr4F4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
75,              MrHauntedMansionGeek AndLegoNerd            ,Hey sacred luv ur content man.,1,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=EBLVAMuaAwA&amp;lc=UgzO5U1890LmsPEzzsJ4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=EBLVAMuaAwA
