Username,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              @mieczysawkowalski7382            ,0.0,0.0,03-06-2023,0,0,https://www.youtube.com/watch?v=oz2n-rQCWzI
              @kingfree3396            ,-0.765,0.6666666666666666,23-02-2023,3,55,https://www.youtube.com/watch?v=oz2n-rQCWzI
              Steven Hanson            ,-0.6705,0.6962962962962963,16-02-2023,5,2,https://www.youtube.com/watch?v=s6-E5oLRtFI
              Robert Bernard            ,0.0,0.15,14-03-2023,0,0,https://www.youtube.com/watch?v=s6-E5oLRtFI
              Onedisaster Attatime            ,-0.5994,0.0,16-02-2023,10,0,https://www.youtube.com/watch?v=s6-E5oLRtFI
              R L            ,0.0,0.0,16-02-2023,0,1,https://www.youtube.com/watch?v=s6-E5oLRtFI
              TJ            ,-0.3544,0.35714285714285715,16-02-2023,7,3,https://www.youtube.com/watch?v=s6-E5oLRtFI
              Monkey Guy80            ,0.4199,0.0,03-04-2023,2,0,https://www.youtube.com/watch?v=s6-E5oLRtFI
              Daniel Wilcox            ,0.7088,0.8,16-02-2023,15,2,https://www.youtube.com/watch?v=s6-E5oLRtFI
              Christoph Ross            ,0.4215,0.55,03-10-2023,0,0,https://www.youtube.com/watch?v=s6-E5oLRtFI
              Ed H            ,-0.431,0.225,None,11,0,https://www.youtube.com/watch?v=s6-E5oLRtFI
