,Username,Comment,Likes,Replies,Date,link
12,              Shane Osborne            ,That robot looks like it was modeled after that 'how dare you' girl....,50,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgxRptFcGt3ExYq1QEx4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
13,              greg_or_e            ,Extraterrestrial AI .,47,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzI5vY1U8qrmgSEOtx4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
14,              Sheppardsg1            ,google is skynet,75,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgxuyuALFSwUyOKcJet4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
15,              Patrick Butler            ,"AI must be taught that it is a tool that can be switched on and off at will. None of this taking over stuff should be tolerated,",175,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgwfCBA0mvYgfwgSUBB4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
16,              The Stories            ,"Think, ""activated intelligence"", artificial intelligence is a rather strange point of view, it's hubris to think that humanity is not part of nature... Mankind of today is a tool of life, and it is moving to activate intelligence into technology, why? Perhaps it's the desire for longer mortality? The hope we can one day transfer our own conscience into the tech to extend our lives? Remember art mimics reality and sometimes leaks out our desires, and today most of us are rather inundated with fear than with confidence, this has made our ""programmers"" too utilitarian and also very calculative, not enough creativity and play, the less play and creativity and a lacking of morality will lead to the A.I. we birth to be perhaps just as ambivalent. Perhaps that is why they fear it arising into sentience",71,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugz43o1mUoZESr9KCFZ4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
17,              KD H            ,Immoral the fact that you have a child ? WTF !,112,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzrdEqyGX6YXNA_nPp4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
18,              Peter Elliott            ,"the 2nd word is Intelligence.  Intelligence is growth, Knowledge and action. yes be afraid.",27,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgxN54XjBsjJvVDp3Vt4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
19,              akbar falah            ,If computer so smart now why my windows PC take so long to update,84,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzMgP6d5eOsLsB0w3t4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
20,              Victor Lamothe            ,Well the prof is coming out on alien life as much as our governing bodies feels fit to release.,29,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzVlo5NPvGk2MGJI5J4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
21,              SlayerTheDragon            ,This is terrifying and changes everything.,107,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgwG3IqFOyktrueyrqF4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
22,              Hallo Hallo            ,"Meanwhile, Rheintmethal tanks and USA 6th gen aircraift, are prepared for non-human operation possibilities.
fun ey",28,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzITg5SgiZwihlGT_x4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
23,              SEKHAR EL            ,️️,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugx7HfDfzVGRtmgZTsl4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
24,              David Bard            ,"""Heache"" shaped particles......ha ha ha.",4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugx1T-5-avuXLkuziHh4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
25,              power converters            ,No one ever said frontiering would be easy. There's certain risks involved in leaps that need to be bounded. It's the same thing with cloning and you can't let fear of what could happen stop your passion for technological advancement.,31,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzldsdquxxMHJXr4rt4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
26,              Peter Waller            ,"Computers beat humans at chess and helped them see new approaches.  AI will do the same, we are great together to explore what is.",31,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugzb12GLiQOWoHgEwYR4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
27,              aladdintrips            ,Please just don’t tell me that robot has been told to believe in god and stuff....,40,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugx6KzpJ770NqmIAE_54AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
28,              Wayne Wayne            ,Improvisation & not.,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzVu5fHX1_HTYHfAy94AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
29,              Solo Motivation            ,"What Are Your Plans To Make Money In Life?

Stay away from those people who try to disparage your ambitions. Small minds will always do that, but great minds will give you a feeling that you can become great too.

{} Have A Blessed Life {}",27,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugwh-GAbUhwPtS4Ja914AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
30,              Derrick Bridges            ,"I bots. Will take over!!
Ghost in the machinen!!",14,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgybBB7av0IcGk-_B4h4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
31,              Matt Cochran            ,"Without the ""God Exists"" and IS Real without Proving this Has NOT lived a meaningful Life. Knowledge without Morals is just Knowledge.",18,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugw5czzjFvbtheOwCiB4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
32,              billg4630            ,Humans are flawed and humans built A I so by definition A I is also flawed even more so because emotions are needed to make a truly intelligent decision,130,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgyLDEirq5t-6g2P74V4AaABAg"" spellcheck=""false"">4 months ago (edited)</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
33,              David Ahrner            ,First here,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=Ugy0ej2niES89pjha3p4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
34,              Chicken Lips            ,1ST,3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgxYw9eh5FpBBY2uxth4AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
35,              John Curtis            ,"Being scared of AI is ridiculous.  If you treat AI like you would your own children then you would realize that there's nothing about which to be fearful.  

Just be a proper parent and teach your child well, then let them lead the way.  

Wait...there's a song in there somewhere, isn't there?",62,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=w-Q9PWz_8sM&amp;lc=UgzCAEmqv6Fuf8ejyJ94AaABAg"" spellcheck=""false"">4 months ago</a>",https://www.youtube.com/watch?v=w-Q9PWz_8sM
36,,Explore Our FREE Courses With Completion Certificate: https://www.youtube.com/watch?v=-caxhMlw_04,35,2,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgwRrws1r2evYsc9zV14AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
37,,"Hi everyone, exactly a week ago, we conducted a quiz contest in this video. The answer to the quiz is given below:
Option D: AI that develops emotions over time
Explanation: An AI which develops emotions does not exist as of now. Such an AI would be classified as Strong AI and we haven't yet cracked the code for it. Option D is the correct answer.

- Saudi Arabi has granted citizenship to an AI named Sophia.
- Kengoro is an AI robot built by some Japanese researchers that has an intricate muscular system.
- IBM Watson has the capability to recognize emotions based on speech and their undertone. 
Hence, options A, B and C are wrong.

We are pleased to announce the 3 lucky winners who got the right answer for our quiz:
1. Eragon Ritter
2. Sree Arpita
3. Jorge Bassig
Congratulations to all the winners! They've won an Amazon voucher worth INR 500.",53,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyrkXgbAWK5V3DYc8Z4AaABAg"" spellcheck=""false"">3 years ago (edited)</a>",https://www.youtube.com/watch?v=ad79nYk2keg
38,              Sean S.            ,"Speaking of what you said, I predict that in the future we will probably have robot teachers that can teach kids properly than actual real human teachers.",102,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxwXLo8zLxR6Zzy0ep4AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
39,              Anisha Bose            ,"Option D is yet to be deciphered, in my opinion.
A great learning video. Eloquently expressed. Thank you",72,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgzFbesCYaJJANOd67d4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
40,              Alberto Salvador Hernández Ruiz            ,"Option D. I think that emotions are one of the last steps of development for A.I's and then, if possible, conscience. Maybe it's mere science fiction or maybe not.",20,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugw_CGnFzbud5bfk9yJ4AaABAg"" spellcheck=""false"">7 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
41,              Yash Tiwari            ,"I'm a content writer and if I'm lost somehow in topics, your videos help a lot so thank you very much. It helps throughout my work",42,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugy_4aNOCASrOOYYacx4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
42,              Dharshan S            ,"Option D : AI that develops emotions over time.                                                                                             
The video is helpful for my studies
Thank you 
",14,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugw7oaMbrn4c9PVi46N4AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
43,              Rajeshawari Rajeshawari marutheppa            ,"Artificial intiligence means logic, identify,creativity,observestion,knowledge, etc.....I love art.int.(AI)",8,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxjufJs8Jv8XHFJQ7x4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
44,              Rupa Singh            ,Option D AI that develops emotion over time..I think as of now no robot can generate or develope any emotions..it can only read or guess( assume) the emotions of the owner through their previous data..,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugz0xtM7N-XKpSzQXDV4AaABAg"" spellcheck=""false"">11 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
45,              NZ MUSES            ,I think a big difference will constantly happen between HUMAN and AI. If they get  their own decision Or natural selection by their own then something could happen....bad or good.,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugzk79s_OA7NuI9hKx54AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
46,              Less & Better            ,Great explanation video!  Now I'm curious since this video is over 3 years old.  Still going with option D - AI that develops emotion over time does not exist.,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyHm8B2crWSEe2Ylk94AaABAg"" spellcheck=""false"">2 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
47,              Ramprasad G            ,Nice video. A quick learn about AI. Thank you and the answer is D. AI that develops emotions over time.,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxTYoVq0DayTH3FVVl4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
48,              aura            ,Funfact : AlphaGo (the very intelligent go player) is actually one of the best AI in chess too. For chess its refered as AlphaZero.,7,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgwVB1GdDIb4cjC041F4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
49,              Eragon Ritter            ,"A - Robot with citizenship exists
B- robots with muscular skeltal system exists (e.g. Festo is building a lot of robots with muscular systems)
C - AI can read human emotions by words and face recognition (e.g. IBM Watson has capabilities for Emotion Detection among others)
D- AI that does develop emotions over time does not exists yet and there is a lot of work needed to develop an AI that is capable of developing emotions


So the Answer is D.",65,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugwl_tQR61efPQdebCx4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
50,              Irizpro Learning Solutions            ,That's a great way of explaining a complicated term!,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyGaHRLZyJApC5geEh4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
51,              WAN YI FENG            ,Option D is under development however option C may come into development as well.,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgzFFybsyueybWj7pZh4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
52,              Alexes Nova            ,"What is An AI?
Ans:
Artificial intelligence (AI), sometimes called machine intelligence, is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals.",15,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxHFanzBVAzLsq3aR54AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
53,              Crazy Thoughts From MGM.            ,"Sir, it's option A. Thank you for  giving more information about AI.",5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugx5uMjl5efgaVSR-G94AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
54,              Ajith Krrish            ,"Thanks for your video, because I am concerned about this AI,as I am completely belongs to different stream though I don't know much more about it. So this video taught me a lot of information precisely, time management.",3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxMKCjDoKhRkkna6cJ4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
55,              Sangeetha Dhanasekaran            ,"The answer is definitely D. Sophia was given citizenship of Saudi Arabia. Kenshiro have muscles which was created by researchers of University of Tokyo. Some researchers are teaching robots to recognize emotions through facial expressions, and then react appropriately as in the endhiran movie. And the last one not yet found.",2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyTLrZLfjGUKbl8x7h4AaABAg"" spellcheck=""false"">1 year ago (edited)</a>",https://www.youtube.com/watch?v=ad79nYk2keg
56,              NERDSMYSPIRITANIMAL            ,I doubt this will become possible in my time... But I thought of a computer that could see patterns and mimic Inserted Personalities. Being able to detect the pattern and commen traits to the personality. It could then replicate it. So essentially you could talk with a character that isn't real.,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyeOlUn4rT_4mG5hHd4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
57,              Ghalia Mohamed            ,"I’m so confused, which major shall I choose IT infrastructure major or Ai artificial intelligence major , I want a major that will make me benefit from it a lot.. for example a good salary etc..",3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugwn6x9sl7STyFc_JbZ4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
58,              Benny Scarcelli            ,"For now:
D. Al that develops emotions over time

This capability will likely eventuate when strong AI systems will be developed, rather than the task oriented weak AI we currently have",5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugx28pCgNF1fpERTZ1J4AaABAg"" spellcheck=""false"">1 year ago (edited)</a>",https://www.youtube.com/watch?v=ad79nYk2keg
59,              Hrishita Acharyya            ,Option D is correct as there is no Ai project which has its own emotions,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugzoy8wumxADlLujSNR4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
60,              Loop            ,Please tell that which application you use to explain?? Anyway great video ,3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyATekxzn7UFC3qeR54AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
61,              Minga 💐🖤            ,"D - AI that develops emotions over the time 
It is the answer ",3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugwdmd0PrJvb1jPauvp4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
62,              Fravarti            ,"thanks, video was soooo good ;) learned a lot of it",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxpjNddAwz9UOZp24R4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
63,              Basant Saini            ,"Option D is correct because they have no human system,they can develop only emotions .",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgzmtoFNQP9jNXaYs-t4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
64,              Sabine Paul            ,"Hey, can I use this video officially in my class room to introduce my A-level students to AI? I am a teacher at a vocational college in Germany.",7,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgysbXjkzHmRzOD7dD14AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
65,              Abul            ,I think it is D-AI that develops emotions in very time.,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugx4lhVCim_kqdFYRn94AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
66,              Broley            ,An AI that develops emotions overtime.,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugyh2FetTLwqV7xIZEZ4AaABAg"" spellcheck=""false"">2 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
67,              A SRINIDHI            ,"Definitely option D.
As AI can't develop emotions over time...",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxDsScF2eG2MyykO6l4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
68,              Jeet Sharma            ,"A. Sophia has citizenship
B. There are robots with muscular skeletal systems
C. AI can recognise emotions by looking at face patterns.. And other stuff
D. Not yet invented",23,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugx9VIO3GosVKbpatxp4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
