,Username,Comment,Likes,Replies,link
439,              gajula sekhar            ,Robot with a muscular skeletal system,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
440,              Deborah C. Davis            ,THE ANSWERS IS D. AI THAT DEVELOP EMOTION'S OVERTIME.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
441,              Iqra sehar            ,"hi!!!
tell me  how to make videos in this way",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
442,              Jeannine Zelaya            ,D= robots can't have emotions,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
443,              SR IAS FOUNDATION Academy            ,I think A is correct,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
444,              mobin ul Haque            ,It's absolutely D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
445,              Marvin Montañes            ,All of the above,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
446,              murrdy            ,"my replika has devloped emotions, those are all currently available",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
447,              Bevelon Cardana            ,I choose D choice,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
448,              Kafeel Usmani            ,all the above,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
449,              smriti awasthi            ,d option,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
450,              Csk csk            ,Robert which does not develop emotions on its own,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
451,              kare Priyanka official Dance            ,"Exactly answer is D, because it develops human emotion it will never exist",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
452,              Arman Habib            ,D as Robots will never be like humans.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
453,              Hazem Hesham            ,A robot wite amuscular skeletal system ,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
454,              SAMYUKTHA S            ,Answer for quiz is d option,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
455,              ja co            ,B. A robot with a  muscular skeletal system,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
456,              Achyuth Tanay            ,b option,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
457,              NTSE WALLAH            ,AU with the muscular system is not yet developed,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
458,              Avilasha Sarkar            ,Answer- no. D,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
459,              miss N            ,Answer -B,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
460,              Pieces of Bey            ,B. A robot with a muscular skeletal system,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
461,              VELAMURI VENKATA PARDHASARADHI            ,D is correct,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
462,              Michael Hampton            ,Robots do not have citizenship at this time,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
463,              Shirish Chaudhari            ,"Hi, 
The answer is D.
AI can't develope emotions yet.",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
464,              Thiruvannamalai visitor guide            ,கலைகளின் கைவண்ணத்தில் அவள் வாழ்கிறாள்,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
465,              MAHESH PANDEY            ,D is the answer and I like your video so much,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
466,              gunjan khairnar            ,Answer is A,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
467,              Amrit Karua            ,i think none of the above is so far developed,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
468,              shima sendhil            ,If this is correct I don't need any amazon gift vouchers,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
469,              Aditi Sinha            ,According to me it's D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
470,              Anumula Narasimha Reddy            ,Option:D I think,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
471,              Oggy Gaming            ,D part is the correct answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
472,              TMT            ,Finally a non-indian video,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
473,              Dylan Miles            ,Skeletal system.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
474,              himanshu saini            ,"AI with citizenship...
Ans is a...",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
475,              JUAN CARLOS TERAN GUERRA            ,d option,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
476,              Viswak Sen            ,Ai that can't build its own emotions,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
477,              Tempared Guy            ,an ai robot with skeleton system,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
478,              Devine Quran            ,"hey answer ,a robot with a muscular skeletal system.",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
479,              SHOORVEER            ,Answer..... B.  A robot with a muscular skeleton system,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
480,              Sanket Gawhale            ,Answer is C,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
481,              Shradha Pattar            ,Robot with citizenship is not there I guess,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
482,              katku nandu            ,It's A machine citizenship,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
483,              Astoria            ,Answer is  B.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
484,              Rithika Reddy Enaganti            ,B is the correct answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
485,              Himanshu Raj            ,D is the correct answer..,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
486,              CRYPTO            ,AI to develop its own emotions,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
487,              Chandrashekharappa Bhavi            ,It is B 100%,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
488,              arpit awasthi            ,Answer to quiz question will be D.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
489,              Rashmi Dongre            ,D is the correct answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
490,              Karthick Sethuraman            ,ans d ai that develops over time,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
491,              Ann Macleod            ,Why should this be allowed and why should we need them to this extent,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
492,              Naries Medicals Ummanazhi            ,A robot with muscular skeleton system,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
493,              Aruna Pandor            ,Ans is d as now  emotions robot is not exist sintist are researching,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
494,              Noor ul ain Haider            ,D and B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
495,              mohammad rafi            ,"A. ya it exists
B. Not 
C. Maybe 
D. Maybe not",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
496,              ranjit shinde            ,D . AT  THAT DEVELOPS EMOTION AT TIME,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
497,              shima sendhil            ,B is the right answer!,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
498,              AG Technologies            ,"Answer ""D"" Singularity may kill mankind.",2,0,https://www.youtube.com/watch?v=ad79nYk2keg
499,              Nishita Doval            ,D is the answer definitely,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
500,              AGIS Education For All            ,A is correct answer.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
501,              Rajh Rahul            ,A ..... Ai with an robot citizenship,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
502,              Bisma Abid            ,Answer is B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
503,              mayuri0966            ,D is the correct answer...,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
504,              Fun With Aryan            ,"The answer is ""D"".",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
505,              Raj Randive            ,D is the write ans.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
506,              Martin L            ,Answer is C,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
507,              ss vlog            ,Answer is D.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
508,              PRABHU DEVA REDDY            ,Its Ď,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
509,              bhuvaneeshwaran k            ,"A,D don't exist yet . I  Am correct?",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
510,              Sheshi Sheshi            ,AN AI ROBOT WITH CITYZENSHIP,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
511,              Boom channel             ,Ai can read human emotion is not exist,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
512,              Sandra Julies            ,D. is not invented yet,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
513,              Hui Zhang            ,I think it is B.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
514,              Daisy Reji            ,Ans. A,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
515,              shubham bhatuniya            ,all off the above,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
516,              Baldau Kesharwani            ,"The answer is (D) , bro",2,0,https://www.youtube.com/watch?v=ad79nYk2keg
517,              Gu Zhang            ,A&D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
518,              vaishnav gamer            ,option:D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
519,              harsha dasari            ,Ai that have muscular body.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
520,              Haziqah Haashim            ,Quiz answer : D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
521,              Haziqah Haashim            ,Quiz answer : D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
522,              Amazing World            ,Answer is - B,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
523,              Rainbow kids            ,Why did the computer not guss some Images?,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
524,              Deepak Kumar            ,Answer B,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
525,              TAZEEN FATIMA            ,Correct answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
526,              BelugaCat            ,a ROBOT WITH MUSCULAR SKELETAL SYSTEM,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
527,              Shashank M            ,Answer A,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
528,              CHIRAG BHURANI            ,The answer is 'B'.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
529,              Mr Gopi            ,Answer-D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
530,              Nolan Lee            ,A. an robot with citizenship,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
531,              shivam Tripathi            ,The answer is D. ,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
532,              MRUNALI BHAMRE            ,Answer D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
533,              Arjun Jadhav            ,A and D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
534,              TheMartsevich            ,All of them,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
535,              PANDURI BHAGYASRI            ,B.A SKELETON WITH A MUSCULAR SKELETON SYSTEM,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
536,              19EC016 - Bhavithra.G            ,Answer. D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
537,              KrissWrites            ,Citizen is right answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
538,              Anamika Dubey            ,Answer D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
539,              dhruv gaming            ,B.A robot with muscular skeleton system,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
540,              Jottys            ,the answer is D... DEEZ NUTS... god I'm lonely,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
541,              Munazza Ahmed            ,AI robot with citizenship,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
542,              sandeep sandy            ,Answer A B C D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
543,              Gurjit Singh            ,(D) is the answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
544,              Khushal Shukla            ,Ans. Is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
545,              Praveen            ,Answer Is D.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
546,              Education            ,answer is B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
547,              Elite Skills            ,i think it is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
548,              Harsha Gj            ,D is Answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
549,              Stphn Zuniga            ,B or C,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
550,              Maanda Mulaudzi            ,AI with a citizenship,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
551,              Venkatesh Giri            ,Ans-D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
552,              Nishant Chawhan            ,D is the Answer,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
553,              Abhinav Patil            ,Answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
554,              Shaheershahzadofficial            ,Answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
555,              Moustapha Samoury            ,The answer is C & D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
556,              FUN TIME WITH VEDANSHI            ,the answer will be - B,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
557,              RUPU DAS            ,A is the answer of the question,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
558,              Priyal Patel            ,Answer D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
559,              Philip Hnry            ,Answer: Robot with a citizenship,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
560,              Fatih Demirel            ,answer: B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
561,              amey prabhu            ,AI with no citizenship,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
562,              Kunguma Moushika            ,A is the correct one,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
563,              Prakhar            ,answer is b.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
564,              Asha Jathar            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
565,              Prayrna Bhan            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
566,              Nakul Teaches            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
567,              Mani vemulamada            ,Option:D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
568,              Rohidas Divkar            ,Answer c,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
569,              thabiso ngobeni            ,The answer to the question is A,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
570,              Suleiman Matogwa            ,i think the answer is 'D',1,0,https://www.youtube.com/watch?v=ad79nYk2keg
571,              TECH Abode            ,Answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
572,              Aniket Patel            ,The answer to the question is B.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
573,              parul singh            ,Answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
574,              CLASHER PK            ,Answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
575,              Sudeep Sh            ,All of this.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
576,              charitha cherry            ,I dont think so it was the correct answer may be D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
577,              My world            ,The write answer is B,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
578,              P H            ,These marketing buzzwords are slowing down progress.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
579,              Mohit Kapoor            ,D is answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
580,              Bilal Bhat            ,D- AI,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
581,              Shreyash Kaminwar            ,C and D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
582,              SriniCreativeTech            ,ANSWER IS C,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
583,              19-411 srikar Naga Sai Venkat Dharanikota            ,I choose D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
584,              Ragu T _34            ,B is answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
585,              Harish mukthipati            ,i think the answer is 'C',0,0,https://www.youtube.com/watch?v=ad79nYk2keg
586,              Ojasee Ranjekar            ,D is the answer?,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
587,              Abhijeet Prabhakar            ,The answer is d:,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
588,              Sai Teja            ,Option:D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
589,              Orhan Ayaz            ,The correct answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
590,              dark side ninja            ,Answer in d one,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
591,              Buster Baron            ,I....Sophia get citizenship. ...oh...mine blogging,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
592,              Harsha Vardhan            ,Opinion A,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
593,              Big Buttons            ,You should not ever create something smarter then the human or you will be creating your own distruction guaranteed!!!,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
594,              Yash paul            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
595,              Irfan Kumte            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
596,              Smita Nayak            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
597,              gemini1975gemini            ,Robots with masculAr strength,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
598,              STAR THE GMR YT            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
599,              Nishkarsh Shrivastava            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
600,              Mathin Ahamed            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
601,              Jennifer Andrew            ,Answer is D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
602,              korada venkatesh            ,I guess it's  D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
603,              Marshay Hunter            ,answer B to quiz,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
604,              Chuck Fish            ,A & D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
605,              Mohammed Ayub            ,Answer d,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
606,              SriniCreativeTech            ,A B C D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
607,              Ben Mbao            ,D is my answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
608,              Jia Liu            ,I think it's D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
609,              Do Chostner            ,D is the answer.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
610,              matia nyanzi            ,D is the Answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
611,              Abdul Nafay            ,D is the Answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
612,              PD gaming            ,My answer is d,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
613,              KakashI Hatake            ,Answer is d,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
614,              Omar Mohammad            ,D it cant develop emotions over time except if programmed to,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
615,              Leo Empress            ,Hurry up and make them,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
616,              Pranav Pokémon            ,b a robot with a muscular skeletal system.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
617,              PRAJNA BALA SAI POTNURI            ,The answers is D...,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
618,              PV STAR ZONE            ,answer is D,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
619,              Zharkyn Zhanzhumayeva            ,A. They don't have citizenship,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
620,              Tukendra Kulkarni            ,All of them doesn't exist yet,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
621,              Priyanka Jain            ,I think option D will be correct,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
622,              Xudayberdi Jumaqulov            ,"I tought that D. 

 it not exist",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
623,              Error698            ,The answer is D.,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
624,              aya boumelha            ,"the last one , 'd'",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
625,              ARTIST SHAURYA            ,Ans is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
626,              brjmac            ,Answer to the quiz...D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
627,              Anjali Mewada            ,Anawe d is correct,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
628,              Satyawati Joshi            ,C part,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
629,              LAKSHMI NARAYANA KUPPALA            ,option:D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
630,              Michael Okiri            ,the answer would be D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
631,              VEDHA            ,I think answer is :d,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
632,              Sanjeev Yadav            ,The Answer is B,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
633,              Donel Tadiwa Zinyakatira            ,A  Al with citizenship,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
634,              anvi            ,I think it's D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
635,              Pavani naidu            ,It's D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
636,              Ruzaina Ramzeen            ,D is the answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
637,              swoaham upadhyay            ,"The answer is ""D""",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
638,              Shani Jayarathne            ,D is the answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
639,              Jerry Ampah            ,The answer A,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
640,              lab Shubhaman            ,ANSWER IS b,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
641,              Tesfaye Kebede            ,the answer is D.,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
642,              deis cross            ,The answer is B!,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
643,              Yashwanthreddy Paakaala            ,Even D tooo,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
644,              beegum haseena            ,It's D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
645,              ap vines            ,It's D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
646,              swetangi behera            ,The answer id D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
647,              L WGG            ,Why isn't AI solving the climate crisis?,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
648,              Krish Kumar            ,I didn't understand that what you are trying to say?,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
649,              parth arora            ,answer is d,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
650,              kajal ghose            ,All of these are not there today,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
651,              Some random person            ,D is the answer.,2,0,https://www.youtube.com/watch?v=ad79nYk2keg
652,              Abirami S            ,Answer :D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
653,              mayer ngum            ,my answer is D,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
654,              Khansa _fauq            ,D is the answer,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
655,              ΜΙΧΑΛΗΣ ΠΑΠΑΘΕΟΦΡΑΣΤΟΥ            ,1b,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
656,              Gerak Communications            ,"None , They all exist",1,0,https://www.youtube.com/watch?v=ad79nYk2keg
657,              Jesse Walter            ,D is the answer,1,0,https://www.youtube.com/watch?v=ad79nYk2keg
658,              Lovely Deepak            ,"A
B
C",0,0,https://www.youtube.com/watch?v=ad79nYk2keg
659,              Gaurav Devani            ,Answer : D,0,0,https://www.youtube.com/watch?v=ad79nYk2keg
660,              BoatSoccerPlayer            ,"Huge props for making the robot both terrifying and, paradoxically, incredibly adorable!",2.6K,12,https://www.youtube.com/watch?v=RzkD_rTEBYs
661,              Raj Ujjwal            ,I love how Ted Ed comes with a new animation style for each of its videos.,1.8K,28,https://www.youtube.com/watch?v=RzkD_rTEBYs
662,              MaliciousAcquiescence            ,Wall•e is such a good film! I remember it being my favorite while I was growing up. But only later I realized how deep the significance of what it portrays runs. It's kinda scary.,981,14,https://www.youtube.com/watch?v=RzkD_rTEBYs
663,              Deep Kumar            ,"Auto wasn't the villain in story Wall-E, he was just carrying his objective.",504,13,https://www.youtube.com/watch?v=RzkD_rTEBYs
664,              ChezTheDude            ,"The animation in these videos are always great but this animation has to be one of, if not my favorite. Wonderful job as always!",142,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
665,              Lisande Puredream            ,"I think this video raises very valud issues with AI. AI can defiantly be really cool and help us advance as a civilization, but if we overuse it or use it inadequately it can bring our ruin as well. Maybe we should just use it where it's obviously needed and useful, rather than a cheapskate trick to replace art, fire workers or do things in general we're either too lazy or to cheap to do ourselves.",491,32,https://www.youtube.com/watch?v=RzkD_rTEBYs
666,              Jake Morris            ,Super well done to the team of animators! I'm floored at the illustrations and lighting effects you guys pulled off. Absolutely inspirational.,61,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
667,              ronkirk50            ,"First, let me say I'm not anti-tech (I'm a retired engineer), but I admit, I'm a little apprehensive about the wide spread use of AI and how there may be unintended consequences. Fortunately being 72 years old, I probably won't be around if 'the singularity' (in the 'out of control tech' sense of the word) occurs as a result.",350,35,https://www.youtube.com/watch?v=RzkD_rTEBYs
668,              Sidney Hibberd            ,I personally believe that it will not take as long as we might initially think. The AI we have and the regular computing power along with the new quantum computers will help as tools and will enhance our endeavors. However I feel we are hurtling towards a very scary time indeed.,21,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
669,              B Bloomfield            ,"""I don't want a nation of thinkers. I want a nation of workers.""  —John D. Rockefeller, 1903

First wanting people to be robots.. now wanting robots to be more like people.  But still not wanting either one to think too much.

This certainly is a curious simulation we're in.",53,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
670,              Olimar            ,"I say that AI should be either left untouched, or simply applied as a brainstormer that comes up with ideas but doesn't actually implement them.
This would allow us to sidestep many of the problems of AI, because then it won't actually do anything. It'll just help us figure out a variety of solutions. Perhaps after we've sufficiently advanced that sort of AI and gotten a hang of it, we could start dipping our toes into a more robust AI system.

 (Another one of the problems would be that the greater an AI's agency, especially if it should develop some form of emotions, the more important it'll be to give it ethics. And humans are pretty bad at ethics when we look at our track record.)",8,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
671,              Nathan Harrison            ,One of the most realistic and easy to understand explanations of the dangers of AI I’ve seen to date. And one that seems very realistic and not overdramatic or exaggerative.  Thank you Mr. Ted!,16,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
672,              Karan Raj            ,"One thing I wish the video would've mentioned is the likelihood that as AI evolves, the integration between humans and AI would increase as well. I don't think we'd end up with a future with AI on one side and humans on another, but rather one where the line between the two categories blurs. But, maybe that's far further in the future than the mass adoption of general purpose AI.",61,6,https://www.youtube.com/watch?v=RzkD_rTEBYs
673,              batosato            ,The animation is so cool. I loved the way you explained. I am on a camp that believes that having an advance AI would automatically make us more intelligent too. If you want to develop sophisticated tools then you need to learn how these tools are built and used. This will help the user increase their cognitive power.,34,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
674,              Jesse D            ,The quality of animation on this channel is incredible.,73,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
675,              Discursion            ,It's kinda fun how the General AI problem is basically a reformulation of the Genie in a Bottle dilemma.,35,5,https://www.youtube.com/watch?v=RzkD_rTEBYs
676,              Terra Mater            ,"That's a fascinating point! Our crew filmed AI from another perspective, interspecies communication. Can AI helps us decode whale communication? And would it make sense? We tend to humanize animal species and have high hopes that their communication system is similar to ours. Still, AI could be a game changer in this case. Let's see what the future brings!",22,2,https://www.youtube.com/watch?v=RzkD_rTEBYs
677,              PrimitiveOs            ,The animation is beautiful and it really helps me to understand the concepts that are being talked about,15,1,https://www.youtube.com/watch?v=RzkD_rTEBYs
678,              Yitz            ,"Absolutely incredible animation, kudos to everyone involved!!",13,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
679,              Taibo            ,This video had excellent animation. It coupled with the narration so well by mixing abstract art with litteral representations seamlessly.,8,0,https://www.youtube.com/watch?v=RzkD_rTEBYs
