,Username,Comment,Likes,Replies,link
3589,              STB4G            ,"AI to doug: ur weaker than Luxembourg
AI to chat: ur Emperor is literally ultra instinct shaggy",1.6K,9,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3590,              Supersonic family            ,"Every time Doug went to make an alliance with another leader, I ended up laughing my ass off because the leaders always suspect him of some 4D chess sinister plot, then they immediately eviscerate Doug's army",924,3,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3591,              Völundr Frey            ,"So chat managed to create cannons mounted on horses while doug got distracted when trying to deep-fry fish and instead went on a bender with the Queen of England? 
Not gonna lie this is fantastic lore.",247,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3592,              ConwaysQuest            ,"The Grand Duchy of Luxembourg being one of the most contested territories in this entire conflict, and the place where chatistan revealed they had dark sorcery.",97,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3593,              YourCommandbro            ,Congrats to the guy at 17:47 who said let’s make a pope cloning machine,86,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3594,              stiLLa himself            ,this is by far the greatest piece of viewer interaction and entertainment I've ever seen on Twitch!,81,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3595,              Nikriin            ,"Meanwhile, Scandinavia and the entire eastern part of Europe is enjoying some popcorn, watching the show unfold.",62,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3596,              Stefán Þórarinsson            ,"Twitch chat: ""let's research and invent gunpowder"" 
AI: ""YOU INVENT CANONS, STRAPP THEM ONTO HORSES AND BLOW UP FRANCE!!""",5.1K,15,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3597,              The Insect King            ,"33:23 I like how the AI says something completely incoherent and out of context and then says ""that made sense!""",75,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3598,              Cancer Guy            ,"The great battle of Luxembourg, when God Emperor himself had come to aid his troops, must be the greatest thing about this. I was literally crying my eyes out it's unreal.",126,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3599,              The Marked            ,"Ok, It's not even been a minute and from what I see this is a simple game of ""Alcoholism VS Christianity""",61,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3600,              Lynxium            ,Can you make the text file of this available to the public? This is amazing,55,5,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3601,              Ned            ,"I'm Dutch and I was flattered by the AI calling the Netherlands a great nation, but I burst out laughing when the Dutch chief just told the emperor ""bitch I'm gay"". Should've seen that coming lmao. With you being so focused on Luxembourg this video was absolutely hilarious",160,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3602,              Whitemountain            ,I love the fact that every single one of Chatistan's popes cannot physically help it but to run into the fucking woods at the smallest hint of danger,13K,36,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3603,              DrexYiii            ,"""I chose Germany, Twitch Chat chose Vatican City"" a bit over 10 seconds in and I'm already laughing, Doug Doug is great",49,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3604,              Corruptor 789            ,"The chat army went from being run by the Pope, and women, to their leader becoming an actual god who feels no pain and has dragon breath.

I'm literally dying.",97,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3605,              tom novy            ,"""their starting resource is..""


"" POPE. "" 
damn man i never knew the pope was a resource",45,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3606,              favicci            ,Chat somehow managed to get the God Emperor of Mankind from Warhammer on their throne and married him off to Satan… Why am I not even surprised anymore,46,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3607,              Dub Yahhh            ,Lmao poor Doug the AI was screwing him at literally every turn while giving random god powers to chat every chance it got hahaha,42,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3608,              Sarah Feng            ,"the fact that dougtopia managed to invent battle bears and then lose them in a singular turn to their own allies, no less, while chatistan was just given a giant fire-breathing god emperor completely unprompted...........are we sure twitch chat isn't secretly controlling this ai",7.5K,40,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3609,              Robert Sides            ,I'm honestly surprised Chat never resorted to burning that freaking forest down.,41,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3610,              MysticSquiddy            ,I love how half the time the AI decides to ignore what's its given and makes its own story based on what it already knew,40,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3611,              Ein            ,That one piano note every time the pope decides its time to flee into the woods again kills me,77,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3612,              Vare the Demon            ,The single piano note every time we see the picture of the escaping Pope is killing me every time.,33,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3613,              Mr. Black            ,"Me: ""Oh hey, DougDoug started in my home country Germany. I wonder how he will start his adventure.""
DougDoug: starts attacking surrounding countries
Me: ""Yep, that seems familiar.""",29,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3614,              C. Smyth            ,"DougDoug: ""Are you sure you guys want to do that?""

Twitch Chat: ""Do all our popes shit in the woods?""",1.6K,5,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3615,              Christopher Lopez            ,"I decided to attempt my version of this challenge. Within half an our, I manage to get western Europe on my side. Resources are looking good bois.

Update: I have conquered the entirety of Europe. Let's go gamers.",28,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3616,              James Sheehan            ,"Chatistan is literally the imperium of man. They had sisters of battle, a Terran high lord, gunicorns, and then they brought the god emperor of mankind back. I suppose Loyalty is it’s own Fuckin reward. I always thought The Lion was full of shit…",55,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3617,              The Axbowlotl            ,I like how the ai seemed to try and sell the german beer every chance they got.,23,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3618,              jonnyjames3            ,"Chat: “Hey, let’s do all of this wild and wacky shit!”

The AI: “And so they did wild and wacky shit for one sentence. And then the Girlboss Army slaughtered everyone. The End”",46,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3619,              jucom            ,The fact that the belgian royal family is IRL part german is hilarious,19,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3620,              Spooderman            ,"If i had a nickel for every time Twitch chat made an incredibly stupid decision and it worked out in their favor, I'd be more powerful than them at the end of this video, when they have conquered all of europe",3.9K,28,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3621,              Nyantsume            ,i keep dying of laughter when chat's pope keeps running away into the woods,18,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3622,              Joel Shinoda            ,Ah! I see how the AI knows that us Luxembourgers don’t fall for cheap tricks and bribery!,17,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3623,              Nicholas Avasthi            ,Well Doug there were indeed elephants in Switzerland. Very briefly. A lot of them fell off the mountains. A guy named Hannibal thought the Alps were a nice place for elephants.,33,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3624,              Vermillionsweets            ,This is funnier and more engaging than any other form of media out there for me. I cannot wait for more,16,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3625,              《Orchid》            ,"Man, Chatistan really said 'feminism rules'",16,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3626,              BagelsNSyrup            ,"It’s funny how this is usually how AI games go, with Doug trying to use logic and the AI always steers it in the other direction, but when Chat goes at it with absolute nonsense it just matches the AI’s nonsense and just works.",1.5K,7,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3627,              TheShaMonk            ,38:37 Sealed vessel playing while you try to forge an alliance with the Netherlands by giving them a list is art,14,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3628,              почти Уютный уголок            ,"So, basically the Chatistan Emperor painted himself into a corner. Then he get of his horse and began to persuade the Dougtopian army that he is invincible? This gives me a kid show vibes",13,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3629,              Lurpsn            ,"I love that pisswasser, which translates to piss water made it into the video. In germany we think that the beer americans drink is pisswasser thats why we got our Reinheitsgebot.",13,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3630,              Steallar - Tu się gra!             ,"I literally don't remember the last time I was so entertained. Love this so much and this is such a great introduction to your channel (yes, that's the frist video I've seen from you)! Cheers dude, you rock! :D",12,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3631,              Mike C            ,Wasn't your army supposed to be incapacitated for two turns still when you researched battle bears? Yet it rolled into invading Switzerland as soon as they were equipped that same turn. This was definitely highly entertaining overall though. 10/10 will watch more,12,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3632,              Super Pizza Man!!!            ,I think its hilarious it was easier to release a god emperor from hell then convince the pope to come out of the forest,3.7K,13,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3633,              JanaJanuar            ,I love how strong Luxembourg was in this. In reality a single person with a pitchfork could probably take over Luxembourg if they really wanted to,11,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3634,              Coolausdtin DT            ,"Usually when I burst into laughter out loud I'm with a group, but this video is so hilarious that I couldn't help but laugh so much. I'm only 3 minutes in and this video is gold.",11,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3635,              MisterTwister            ,Name a more iconic duo than The Pope and fleeing into the forest,10,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3636,              Lucid's Shadow            ,"Words can not discribe how much i love this video. This is PURE gold through and through, and there's going to be more! HELL yeah!",10,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3637,              smartaleckduck            ,This is like AI generated dnd combat. Fucking incredible,8,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3638,              Megami            ,the plot twist of the Chatistani Emperor being a ruthless giant god with dragon's breath was so out of left field it just DESTROYED me.,1.4K,10,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3639,              H A N S            ,WTF... This is from a simple old century conquest... To a journey to the depth of hell... O.O Fck this is too good... YOU SHOULD DO MORE OF THIS PLEASE.... Turns out I've been missing this kind of content in my life.,8,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3640,              Yugix            ,"36:08 ""Instantly incinerated in an instant"" THAT PART HAD ME DYING BRO",15,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3641,              Mads Kofod            ,"AI is quite good, at it seems to remember 26:44 it seems that girl pope ran away WITH the girlboss army.",7,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3642,              ShakinBacon            ,I can't tell if it's the fact that I've been awake almost an entire day or not but the pope in the woods constantly popping up keeps making me lose my ship,7,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3643,              HotshotPC            ,41:54 can we just take a second to acknowledge how sick that art of the Chat Empire in Hell is? That looks awesome,7,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3644,"              Morbidius, Grandest of the Grand            ","Literally every Leader in History: ""The estimated losses from invading Switzerland are HOW MUCH!?""
Douglas' first action: ""I will invade Switzerland.""",2.1K,8,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3645,              GrinningReaper06            ,Idk why but I died at “you lost the pope again”,7,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3646,              Tech Marauder            ,I would absolutely love if this became like a monthly recurring thing,6,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3647,              Aegon I            ,"Man i havent laughed that hard in a while, this content is pure gold",6,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3648,              Wenny678            ,Somebody needs to make this into a movie,6,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3649,              Nightfall Songbird            ,"22:02 this has to be the most logical decision chat made in the entire video, considering how the back death spreads through rodents and fleas",6,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3650,              Onyun            ,the chat emperor shouting that you can't kill him cause you he doesnt have a weapon and hes going to decimate you in unarmed combat is absolutely what chat would do and is absolutely hilarious,685,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3651,              Piotr Sławek            ,"I can't remember the last time i laughed and smiled at my computer so lightly and joyfully. And it was so poetic at the same time, absolutelly loved it.",6,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3652,              You want My name?            ,This is the best community interaction I ever seen in my entire life,4,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3653,              Dr. Bright            ,"Chat: finally i have france by my side, can i attack other countries?
AI: what? You want to break havoc in france and attack it?",6,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3654,              Entrepreneur Video Channel            ,The singular cut off piano note at every mention of the Pope in the woods makes me wheeze,4,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3655,              Fire Fox            ,"what a beautiful story of betrayal, hard-ship, loss, and death, but also love, marriage, peace, and hope.",4,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3656,              AzureRoxe            ,"Chatistan: Actually doing battles, treaties, immortal girlboss armies and running Popes.
Dougtopia: So......have you tasted my beer?",8.8K,30,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3657,              Frost            ,"This is the best idea for a livestream ever, so engaging and fun with all the storytelling and watcher interaction.",4,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3658,              Aresu/AnimeMaster            ,I need this series more than i need me ex wife to come back with the kids,4,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3659,              Random Internet Guy            ,"Instead of invading Austria, chat should’ve had the option to give them food. They’re so Hungary.",8,2,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3660,              Spencer            ,It is hilarious to me how Luxembourg was an absolute unit resisting German forces throughout this whole ordeal.,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3661,              Dorch Corporation            ,Luxembourg is the final boss of this world,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3662,              Wolfenstrike            ,"""This has the chance to either be really entertaining or be really, really stupid"" - Considering this is a DougDoug video, it's always both outcomes.",610,2,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3663,              MysteriousKnight            ,After Doug invaded Switzerland with the battle bears a brief comment just suggests he should get magic hat. I totally agree,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3664,              Knicklichtjedi            ,"This was incredible. I can't wait to have some more time tomorrow to continue watching the other episodes.
Bless the God Emperor and his fiery breath!",3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3665,              StuffandThings            ,SOMEBODY ANIMATE THIS,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3666,              LEGENDARY BIG BOSS            ,I freaking lost it when they were arguing about the painted horses ,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3667,              Jiří Guth Jarkovský            ,You mean Western Europe ...,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3668,              Lord Dominus            ,Holy shit the ai generated images accompanying this one made it so much funnier for some reason. 11/10 Skynet approved.,1.2K,6,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3669,              sydrah2            ,"I love how every stream, no matter what the context is, someone, somewhere, thinks it’s rigged",3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3670,              INFINITY ;            ,"I have waited a week doing nothing on youtube but waiting for part two's release...
I'm slowly loosing my goddamn mind",3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3671,              Hugo .m.            ,España es tan gooooooood que no fue tocada por ningún imperio ni el del infierno,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3672,              Boneless Cheese Flame / FIREFGHT            ,I can see myself in chat at 19:18 calling Doug a cheater lol.,3,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3673,              friend            ,"Doug: has any kind of success
Chat: RIGGED",3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3674,              The Killer Avocado            ,"the chat, after losing the pope many times, decided to abandon the light and embrace the dark",1.7K,3,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3675,              Feyy Time            ,Chat becoming god is just so on point,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3676,              Lucas aka cat            ,Make a story where everyone has guns that shoot fluffy kittens that are really buff and can be 10000X more powerful then a nuke but they need EPIC FEEDING,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3677,              Shy Guy Gaming            ,31:12 that’s kinda cringe tbh.,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3678,              Thomas H. Smith            ,"I feel like this video should be called, One Man Severely Underestimates the Might of Luxembourg.",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3679,              Warforged            ,"19:50
It’s so sad that the Queen of Alabama died.",3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3680,              Aweave            ,"As a swiss, I can confirm that every turn of events regarding my country here was undeniably accurate.",583,5,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3681,              Ckinggaming5 Bucket Madness            ,This series is just confused laughter,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3682,              Dru Bryan            ,"Crazy as this story was, there's just something about putting the words ""God Emperor"" together that changes the story's tone into a Very Serious one.",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3683,              Jamy Adam            ,*no bears were harmed in this European invasion.,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3684,              Castle            ,"38:36 definitely the best Hollow Knight boss track. It captures the regality, the tragedy and the tension of the Hollow Knight and mixes them for that climax.",2,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3685,              Hexa cosichoron            ,The hollow knight music and the pope forest picture at the end is so good,3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3686,              Firecraft 9000            ,19:22 dougs trying to be true to life as possible lol,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3687,              afton            ,This was undoubtably the most entertaining 42 minutes of my life,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3688,              AbsurdDive            ,"5:16

The dude running Germany: Hello Luxembourgian boys !!!  how's it go-

door locks behind him

Luxembourgians: NEVER SHOULD'VE COME HERE

Even the AI knows that Switzerland's the CHADDEST of countries lmao",3,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3689,              Elijah Nägeli            ,what's the song used after circa 38:00 when they decide to get back the god emperor?,2,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3690,              Ian Moore            ,The Waffle House has found its new host,2,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3691,              SaraBerri            ,"not enough people are talking about how ""Eat the Pope"" was almost chosen over ""Kill the Pope and blame Italy""",1.1K,2,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3692,              AndyDev            ,Even in a fictional war Switzerland still decides to be neutral,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3693,              JediWolf            ,"WHY ARE THESE SO FUN, AND WHY IS NOVELAI SO GOOD AT WRITING?",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3694,              TriPocoPi            ,1:53 bro just gave Twitch chat an advantage with “finest swordsmen” vs just “swordsmen”,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3695,              Enderfire            ,38:29 the empire loves their damned lists,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3696,              SmuggestOfSmug            ,15:30 the dirtmouth with the pope painting ,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3697,              Hello86²57            ,"I’m from Ohio, and I am 100% NOT secretly harboring the leader of dougtopia in my basement",564,15,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3698,              Fuxxi            ,"As a german, hearing that beer is germany's recource was funny af xD",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3699,              FazedTempest            ,This needs to be turned into an animation or a movie.,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3700,              dag3521            ,pope 2 took all the girlbossarmy,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3701,              Kazuma            ,I was listening to this at work and everyone was looking at me because i was laughing and in tears pretty much the entire time,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3702,              Sai            ,"i made an AI generate an image of ""Doug Doug with his pickles"" and it scared me",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3703,              Alien            ,"lmao, that bit with the bears was insane.

""Let's go offer an alliance of peace to the country we're already in an alliance of peace with.""
""Holy smokes, they killed ALL of our bears.""
""Oh well.""",1.6K,6,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3704,              Ori Karin            ,Release this as a book,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3705,              SilversFX            ,"The fact this is an original idea is cool, love to see more of this :)",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3706,              Dragonlord13            ,I live in ohio,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3707,              Theboogerbomb            ,this is the greatest eu4 video i've ever watched,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3708,              Shaked Amar            ,What time stamp is Iron Balls,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3709,              That Guy Named George            ,The Queen and the Dougtopian Emperor constantly forgetting that they already met via dementia was the icing on the cake.,1.6K,9,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3710,              Joshi Krieger            ,I think the stream end was better. The marriage and allegiance between doutopia and chatistan at the end was just so a harmonic happy ending.,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3711,              E1ns 2wei            ,That was fun. When's the Science fiction verson in space coming? I'd love some sweet oldschool laser fights.,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3712,              Chokyo            ,Should've got vikings from Denmark,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3713,              Sorley Petrie            ,This is by far the most entertaining Doug Doug video ever I was literally dying watching this ,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3714,              Neox            ,"Doug: Does Germany have Tigers?

Well yes, but actually no.",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3715,              Mighty_Spirit            ,That invasion of Luxembourg when Doug was trying to take it from chat with the painted horses basically turned into a Monthy Python skit.,541,4,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3716,              InsertUserNameHere            ,"God I love this series. the god emperor was hilarious, keep up the amazing content!",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3717,              MemeyGavin            ,So i hate watching longer videos but damn i enjoyed this so much the time flew by!,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3718,              Mayo Mayo            ,Why does chatistan sound like a country that could exist,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3719,              Stealthfang 270            ,"I think it would be really cool if you added an additional system needed to win: Goals. In addition to having to conquer a certain number of countries, each player must set 3 starting goals, such as ""Own (specific country)"", ""Make (resource)"", or ""have a specific event happen in your empire.""",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3720,              SlimeTime1            ,the pope that got away,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3721,              Aby Schaaf            ,"The fact that chat flawlessly executed a rescue of their God Emperor from hell, while Doug randomly was unable to ally with the Netherlands because the king was gay has me dying",5.1K,14,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3722,              Zach Vande Zande            ,"16:04 ""It needs to make logical sense."" In the latest episode: Chatopia wins by making a giant toilet.",4,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3723,              CluelessWanderer            ,I like that after Doug’s initial invasion the AI characterized him as a conniving villain who lays traps for his enemies for the rest of the game,3,1,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3724,              Caroline Wald            ,Now do us in canada: chatronto vs dougberta,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3725,              Why do I still use this site?            ,I've been watching this series so frequently that I didn't even realize it's already been 5 months since this one came out...,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3726,              Eagan _            ,"it scares me that this ai is more compitent 
than Biden",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3727,              D. Casey Animations            ,"The AI when Doug tries to do anything: You get drunk and fight your own allies and they kill all your bears. The Dutch leader won't ally with you because he's gay.
The AI when Chat tries to do anything: Sure, here you go! It's not even your turn but I turned your Emperor into a god and had him single-handedly stop Doug's takeover of Luxembourg! :)",3K,20,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3728,              Ryan Metzelar            ,"Doug: we should violently invade Britain 
Ai: (After violently invading up to the capital) STOP… WE MUST SHOW THEM OUR BEER",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3729,              That One Scout Main             ,"Chat always says ""Rigged"" whenever Doug wins, but immediately wins the game in a landslide by getting countries without even trying",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3730,              Goosifyed            ,"3:36
someone in chat said ""nah we eating him""",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3731,              Neminem2            ,I fucking love the ending to this,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3732,              Lynn            ,every single time that image of the pope in the forest flashed on screen i just about pissed myself laughing,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3733,              Xeno            ,"Doug’s invasion of Luxembourg back fired on him, so hard that the Emperor of Mankind manifested himself.",488,4,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3734,              Sora San            ,It was easier to find a god and have that god marry Satan than have the pope leave the forest XD,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3735,              Connor_Top_Lad            ,As an Irishman I can confirm we are all alcoholics from the age of 2,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3736,              Fialový Kuchař            ,"0:28 ČEŠI, NABIJTE VZDUCHOVKY, ZLIKVIDUJEME TOHO HAJZLA",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3737,              JojoGacha            ,From the future Doug almost took over a zoo with welcome sign/fish baby’s but parkser shot the welcome sign and it was actually a unicorn and Twitch chat won,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3738,              Cash Creations            ,8:36 goodolbuttsucker,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3739,              CobaltFox23            ,Fun Drinking Game: take a shot of delicious German beer every time the Pope is in the woods,464,2,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3740,              Grimm Ashley            ,"I had no idea what this title entailed, but now I’m so happy I watched this insanity. Going to watch the other invasions now",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3741,              a depressed cat with a bad nicotine addiction says            ,"Can we take a moment to appreciate the 40k similarities with chat? Religious overtones, God emperors, girl boss adepta sororitas, I'm dying from the coincidences.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3742,              Marie-Ève Gravel            ,11:55 didnt Pope2 ran off with the GirlBoss army?,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3743,"              The Official ""Guardian Units of Nations"" Channel            ","Man, I remember when everyone used ai dungeon, sad to see how it's become, at least we have novel ai.",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3744,              Littletimelord 27            ,"19:30 oh lord…
MA! GERMANY IS GOING FOR BELGIUM AGAIN!",2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3745,              Xian 2 The Max            ,"My favorite part was how when Doug was about to take over Luxembourg, the chatistan emperor appeared and stalled by creating an infinite logic paradox so the timeline was rerolled lol

Also, poor France. Got their cities blown up by cannons and then their population destroyed by a plague for no reason",922,5,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3746,              Mädchen der Nacht            ,"I live in Germany, but I am also part of the chat, so no matter which side wins, I am going to win too XD",1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3747,              HollowDan            ,you could've made beer that enhances your swordsman,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3748,              Saige Smart            ,I love discount Civ,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3749,              Copur            ,i am baffled by how coherently chat invaded the depths of hell using unicorn cannons to rescue god? and then promptly made an alliance with satan? what?,1,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
3750,              Shitfart 14            ,This is my brain on 13 benadryl,2,0,https://www.youtube.com/watch?v=zFO8_dLo8Oo
