,Username,Comment,Likes,Replies,Date,link
47,              Shreyan the Legend            ,"Quiz Answer:
A - Sophia is the first robot to ever be given a citizenship.
B- Kojiro the AI Robot has a skeletal and muscular system.
C - Robots can sometimes read how the person is feeling by understanding his expressions.
D - AI develops cannot develop emotions on its own as the basic emotions need to be coded in.

Ans - D",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxhD-BEmEDtEDkBvUt4AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
48,              Chetan Rajkamal            ,"D is the correct answer. I want to know more about Deep learning, could you please make a detailed video?",2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgwLDzVoaDzzbsqWHyl4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
49,              NiceThings            ,All your videos are very good..you are doing a great job..,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgykHZSh9mWa3gVM2aR4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
50,              k7laks            ,"The answer for the question is D, as we have not yet come to the stage of making AI that can develop emotions.",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyPJx5IPNZFPN6zlId4AaABAg"" spellcheck=""false"">1 year ago (edited)</a>",https://www.youtube.com/watch?v=ad79nYk2keg
51,              Shashank Dwivedi            ,Ai that develops emotion over time,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgydJGIiNsgYQNg-goB4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
52,              xbon1            ,C. not even humans can read human emotions. GPT-3 can already 'simulate' emotion to an extent but it can't infer emotion from text if someone is being dishonest.,5,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugx3MYlUW91CpxqspGp4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
53,              OrionStar            ,"Option C . 
After all machines no matter how far is it upgraded won't have emotions",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgwxMxvNzkQVGo8Udsh4AaABAg"" spellcheck=""false"">2 years ago (edited)</a>",https://www.youtube.com/watch?v=ad79nYk2keg
54,              NeoExplore            ,"Thankyou so much
well explained!!",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxM7DTyHE2pA2yW_vR4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
55,              Sameer Anwar            ,"I Go With A , It Still Didn't Get Adapted To The Citizenship Of Humanity . Over Time AI May Get An Own Processing Mind , Primary Functioned By Binory Language . They May Get Civillized By The Year 2050 . Great Video , You Yourself Have The Mind Of AI ",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxPv38ou0_O9dx0Wzh4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
56,              Sheetal Aruldoss            ,Which is best artificial intelligence and data science or ai machine learning pls give a reply ️,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxHLPx0gHiGIZrUuR54AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
57,              Disha Sunderji            ,"B-Muscular system, than u for excellence in video making.  Keep it up pls.",2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxVwbwUm9ciIl4yIO54AaABAg"" spellcheck=""false"">1 month ago (edited)</a>",https://www.youtube.com/watch?v=ad79nYk2keg
58,              Bikramjit Mondal            ,"The answer is option ""D""
No such AI has been made that develops emotion over time.",4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugzo756Zv6hlxzC7o2t4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
59,              surya            ,"Option D is the correct answer
That is ai that develops emotions over time",2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxAi8ULMMCHPWLQayt4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
60,              Divya Mattey            ,Option D: AI that develops emotions over time.,8,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgwdLHCKhqzoA5bNDah4AaABAg"" spellcheck=""false"">3 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
61,              JAGADEESH KUMAR Posimsetti            ,Option D. AI that develops emotions overtime,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgxaS2XXV1yZpur-11t4AaABAg"" spellcheck=""false"">10 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
62,              Bubanar Djau            ,This is the best teacher I found,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgzKO64QRo9j_AmbDXp4AaABAg"" spellcheck=""false"">6 months ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
63,              Sanskar Kashyap            ,"Sir the right option is d 
Yet there is no robot that can develop its own emotions.",2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgzTSBpaem_DRnEszvt4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
64,              Garima Trivedi            ,D and I am very eager and excited to work on AI with emotional intelligence,4,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugxalh4ix-BeKWao2St4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
65,              Sakthi Vishnu S            ,Answer is Option D: AI that develops emotions over time,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugwg2XdwwDZv3DXwfYp4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
66,              35_Vaibhav Warkar            ,Answer is Option D - AI that develops emotions over time,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyJK3nwKsj6DTlpwoV4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
67,              Game Bred            ,Option(D):AI that develops emotions over time,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgzmOPTbskc8vdQZbcV4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
68,              Dewangi Agrawal            ,AI that develops emotion over time,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugyu8LhQrQVscdmov1B4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
69,              Ananya Jaiswal            ,D. A.I. developes emotion over time (since we know a machine can only perform the task fed in it theirfore A.I. cannot develope emotions over time),10,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=UgyqW50LTZOl7KWgckp4AaABAg"" spellcheck=""false"">2 years ago (edited)</a>",https://www.youtube.com/watch?v=ad79nYk2keg
70,              Shubham Sapkal            ,My answer is definitely-  D- AI that develops emotions over time.,2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=ad79nYk2keg&amp;lc=Ugzte3hbyGRmccKhOPt4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=ad79nYk2keg
