,Username,Comment,Likes,Replies,Date,link
41,              Shanky Studio            ,You have made it so simple and clear for the beginners to understand such a complex concept ,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgyuymYyaQmY0b43IVB4AaABAg"" spellcheck=""false"">5 months ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
42,              Cardano            ,"I have tried a few ml courses and most of them are too hard for people who aren't python pros.I love your style,i wish you would have more about scikit and ml in general...",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgyUAJcesqpOxoz52ih4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
43,              Malik Ebad Ullah            ,"For all the windows users, the music_data file in the description of this video will not work when you will import it in jupyter notebook. So simply, open this zip file in your file explorer and delete an extra folder from the file named as ' __MACOSX '. Next re-run your program, and it will work :)",2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugz82iEddlAv6oTvVG54AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
44,              Marvin Alamu            ,You're very good at teaching wow ! Do you've a video on the various python libraries and their functions ?,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgwcHc8bz4w2dQLEEvx4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
45,              Inée Ader            ,"MOOOOOSH! I found you earlier this week and bought your Python course. You teach so simply and clearly, thank you! Will you be coming out with a Machine Learning full course on your site soon? I need it yesterday!",3,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugwi1hzAJseVsn4_2014AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
46,              Martin O Shaughnessy            ,"From about 43:30, You can also plot the decision tree in Jupyter without creating a dot file. Just replace the tree.export_graphviz method with tree.plot_tree and leave out the ""out_file"" kwarg.",2,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgwsLe0PHFtx6DaaYs54AaABAg"" spellcheck=""false"">2 years ago (edited)</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
47,              Le Win            ,"Thank you so much! Love the visualization of the decision tree. 

Please have more tutorials on machine learning in Python!",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgwLL5uTHsHBm2Iiuzx4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
48,              Dragon Does It            ,Thank god for your video man! The way our teacher presented the lab work had me hating jupyter and python and anything related :)) You made things infinitely more clear :),0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugyc-8tV079_cknSBBR4AaABAg"" spellcheck=""false"">9 months ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
49,              Paul Mampilly            ,"I am not going to lie, but that was one of the best video tutorials I have seen on ML. I kept on thinking that ML would be beyond me, but I ,amaged to grasp the fundamentals and understood further. Thank you so much for this. You have a subscriber.",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgymXhFM2e-NGPjeP-l4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
50,              Amin Boulouma 🤖            ,This is amazing! I am so happy to find this channel. Very simple and easy explanation. More videos about machine learning and deep learning course:)!,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugw9qRUTVzZEpvBEbpN4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
51,              Doutor Azágua            ,"Modern teaching requires modeling, hands-on training and right to the point - step-by-step like you would do at a real the job. I believe Mosh is a natural born teacher who puts students first. He’s a true master of his craft.  I want to enroll in you data science class. You are simply the best.",8,1,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgyifdRJU4Fel16-G_p4AaABAg"" spellcheck=""false"">1 year ago (edited)</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
52,              Sajan Mani            ,"One of the simplest demo on ML for begininers, with tools and setup information. thanks a lot!",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgyyYoB99W_KeiEg8ZZ4AaABAg"" spellcheck=""false"">3 weeks ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
53,              M SHAHZeB            ,"Hi mosh. You are probably the best teacher in the world ever. I am a huge fan of you. Your little explanation or course is equal to complete semester of our university :D

I request you to please create a full fledge course on machine learning. Please Please Please Please !!!!",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugx8pv-c6GlD5Z4veF54AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
54,              naveed ahmed            ,"This is an amazing tutorial. 

I have a question, at 32:14 where you add in some example data for it to predict. What if we want to test a bigger data set, can we import the data and get the prediction?",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugw2raIokvtMuPqCnGd4AaABAg"" spellcheck=""false"">8 months ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
55,              Chikwanda Jacob            ,I haven't come across a tutorial that helps a complete beginner understand Machine Learning like this video. Its super simplified. Thanks a million.,1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgxJ9oFVadWAoG2lSl14AaABAg"" spellcheck=""false"">5 months ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
56,              Tharaka Dissanayake            ,"I am a university student. I was not good at programming in my first year, and always receive the less grade for programming. Then I followed your several courses. Now I am good at programming as well as other CS subjects. Thank you so much. Following your courses will make  subject knowledge, how to learn programming, and how to think as a programmer. 
Highly recommend your all courses....",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgzkkcDT946PdhwjFB14AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
57,              Ashish Solanki            ,"Mosh You're really helping the students which cannot afford the costliest courses online.  Thanx, a lot mosh, you're such an amazing person.",7,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgzJ9tduYqAao8sxjLd4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
58,              Eduardo Ferreira            ,"Ótimo tutorial, obrigado pela generosidade.",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgzYVosS9JN20VW0Wgd4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
59,              Saulo Alves            ,"You're one of the best teachers ever! 
Please make more Machine Learning videos. 
Thank you for this!",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgxY3zik5WPLHLHZf8R4AaABAg"" spellcheck=""false"">1 month ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
60,              Rachel Who?            ,"Ahhh this is such a great tutorial on such a useful topic! Thanks for sharing :)
I'm a high school student and this is super new to me but soooo cool",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugy7AR7L_0tYKRQF9614AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
61,              Aiziko            ,"Hi Op, my question is regarding the challenge of dealing with datasets in my project . The feature set contains about 40 columns from merging10 csv files to train my model. But the test dataset contains just 2 columns including the target column. So each time I try to make classification on the target column I get a failure notice telling me that my training and test shape are not the same. 


How can I make my model to make prediction based on the test dataset given to me? Or how can I adapt my test dataset to conform to the training dataset in shape in order to run my program?",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgynARj_EccBwXAzPx54AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
62,              MIDHUN R            ,I watched your python tutorial and able to build a simple program because of you......like the way of teaching style ... keeping it simple so that everyone with little knowledge in field can understand ....Sir if possible make a  tutorial on tensorflow,0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgxO1mOc3sq75TdS4c14AaABAg"" spellcheck=""false"">2 years ago (edited)</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
63,              yasin taşdemir            ,thank you so much Mosh! I've been going through so many tutorials but this one fitted in my mind finally!,3,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgyS7MipsDu888uK06x4AaABAg"" spellcheck=""false"">2 years ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
64,              VokeCompHints            ,"Mosh, i don't know how to say thanks to you. I have really benefitted from your tutorials so much. They include sql, react and some others. I'm from Nairobi, Kenya",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgxvMk93EwJZtT5UjCl4AaABAg"" spellcheck=""false"">7 months ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
65,              Success White            ,"Thank you  Mosh , i have been following your tutorials and I love the way to break down python  programming to my understanding .",1,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=UgxjQ-FvEw8E1za_hoN4AaABAg"" spellcheck=""false"">1 year ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
66,              Mila Robins            ,"Thank you for this really useful tutorial. I just have a general question about generating decision tree graphics in general. Is there a way to do this in jupyter as well, where it's part of the output when you run? vscode never works for me (definitely a user error, but still) and it's a bit of a pain to open the visualisation there. Thanks!",0,0,"<a class=""yt-simple-endpoint style-scope yt-formatted-string"" dir=""auto"" href=""/watch?v=7eh4d6sabA0&amp;lc=Ugyh_CEA1KkPHpQbANd4AaABAg"" spellcheck=""false"">2 months ago</a>",https://www.youtube.com/watch?v=7eh4d6sabA0
