Username,Comment,Comment sentiment,Comment subjectivity,Date,Likes,Replies,Link
              1BadCompagnie            ,Amazon gonna be buisy,0.1779,0.0,24-02-2023,0,0,https://www.youtube.com/watch?v=b2bdGEqPmCI
